"","Provider.State","County","Provider.Name","WeeksofShortage_of_EP_by_Provider","WeeksofShortage_of_GL_by_Provider","WeeksofShortage_of_HS_by_Provider","WeeksofShortage_of_N95_by_Provider","WeeksofShortage_of_SM_by_Provider","WeeksofShortage_of_VT_by_Provider"
"1547","IL","Vermilion","COLONIAL MANOR",1,1,1,1,3,NA
"1548","IL","Wabash","OAKVIEW NURSING & REHAB",3,2,2,2,2,NA
"1549","IL","Warren","MONMOUTH NURSING HOME",3,1,1,5,4,NA
"1550","IL","Warren","ROSEVILLE REHAB & HEALTH CARE",39,15,NA,17,9,NA
"1551","IL","White","WABASH CHRISTIAN RETIREMENT",23,NA,NA,23,16,NA
"1552","IL","Will","ALDEN ESTATES OF SHOREWOOD",1,NA,4,4,10,NA
"1553","IL","Will","ASCENSION VILLA FRANCISCAN",1,1,1,1,1,NA
"1554","IL","Will","SUNNY HILL NURSING HOME OF WILL COUNTY",2,NA,NA,1,2,NA
"1555","IL","Will","SYMPHONY OF JOLIET",3,3,3,6,3,NA
"1556","IL","Williamson","HELIA HEALTHCARE OF ENERGY",3,3,NA,6,NA,NA
"1557","IL","Williamson","INTEGRITY HC OF HERRIN",1,NA,NA,NA,NA,NA
"1558","IL","Williamson","INTEGRITY HC OF MARION",4,3,3,3,3,NA
"1559","IL","Winnebago","AMBERWOOD CARE CENTRE",2,2,2,2,2,NA
"1560","IL","Winnebago","ASCENSION COR MARIAE VILLAGE",1,1,1,3,1,NA
"1561","IL","Winnebago","FAIR OAKS REHAB & HEALTHCARE",2,9,NA,7,4,NA
"1562","IL","Winnebago","MEDINA NURSING CENTER",1,NA,NA,25,NA,NA
"1563","IL","Winnebago","PA PETERSON AT THE CITADEL",1,1,1,1,1,NA
"1564","IL","Winnebago","WILLOWS HEALTH CENTER",1,1,2,1,1,NA
"1565","IL","Woodford","HERITAGE HEALTH-EL PASO",16,12,12,16,20,NA
"1566","IL","Woodford","HERITAGE HEALTH-MINONK",1,NA,NA,NA,NA,NA
"1567","IL","Woodford","LOFT REHABILITATION & NURSING",4,4,4,4,4,NA
"1568","IL","Woodford","SNYDER VILLAGE",1,1,1,1,1,NA
"1569","IN","Adams","PILGRIM MANOR",38,36,38,38,8,NA
"1570","IN","Allen","ASHTON CREEK HEALTH AND REHABILITATION CENTER",1,1,1,2,1,NA
"1571","IN","Allen","ELEVATE SENIOR LIVING - FORT WAYNE",1,NA,NA,NA,NA,NA
"1572","IN","Allen","GLENBROOK REHABILITATION & SKILLED NURSING CENTER",4,NA,NA,5,NA,NA
"1573","IN","Allen","KINGSTON CARE CENTER OF FORT WAYNE",31,23,23,31,31,NA
"1574","IN","Allen","LUTHERAN LIFE VILLAGES",4,3,7,15,8,NA
"1575","IN","Allen","MAJESTIC CARE OF WEST ALLEN",1,1,1,1,1,NA
"1576","IN","Allen","MILLER'S MERRY MANOR",19,1,15,18,14,NA
"1577","IN","Allen","SAGE BLUFF HEALTH & REHAB CENTER",1,1,1,1,1,NA
"1578","IN","Allen","SAINT ANNE HOME",24,1,2,NA,23,NA
"1579","IN","Bartholomew","MILLER'S MERRY MANOR",22,1,1,25,16,NA
"1580","IN","Blackford","MILLER'S MERRY MANOR",22,NA,NA,24,24,NA
"1581","IN","Cass","MILLER'S MERRY MANOR",16,1,17,19,18,NA
"1582","IN","Clay","CLOVERLEAF OF KNIGHTSVILLE",1,7,1,3,1,NA
"1583","IN","Clinton","CLINTON HOUSE REHABILITATION AND HEALTHCARE CENTER",1,1,NA,6,3,NA
"1584","IN","Daviess","BERTHA D GARTEN KETCHAM MEMORIAL CENTER",31,NA,NA,30,12,NA
"1585","IN","Daviess","WASHINGTON NURSING CENTER",5,16,2,28,14,NA
"1586","IN","Decatur","HERITAGE HOUSE OF GREENSBURG",6,9,NA,20,NA,NA
"1587","IN","DeKalb","MILLER'S MERRY MANOR",28,23,23,36,35,NA
"1588","IN","Delaware","BETHEL POINTE HEALTH AND REHAB",1,1,1,1,1,NA
"1589","IN","Delaware","BROOKSIDE CARE STRATEGIES",9,NA,NA,12,6,NA
"1590","IN","Delaware","SIGNATURE HEALTHCARE OF MUNCIE",1,NA,NA,2,NA,NA
"1591","IN","Delaware","WOODLANDS THE",3,NA,NA,NA,NA,NA
"1592","IN","Dubois","SKILLED CARING CENTER OF MEMORIAL HOSPITAL",2,2,2,2,2,NA
"1593","IN","Dubois","WATERS OF HUNTINGBURG, THE",5,NA,NA,16,11,NA
"1594","IN","Elkhart","LAURELS OF GOSHEN, THE",1,2,NA,5,5,NA
"1595","IN","Elkhart","MILLER'S MERRY MANOR",28,29,29,33,29,NA
"1596","IN","Elkhart","RIVERSIDE VILLAGE",1,NA,NA,1,NA,NA
"1597","IN","Elkhart","VALLEY VIEW HEALTHCARE CENTER",1,2,1,1,1,NA
"1598","IN","Floyd","ROLLING HILLS HEALTHCARE CENTER",1,1,1,1,1,NA
"1599","IN","Grant","APERION CARE MARION LLC",1,1,1,1,1,NA
"1600","IN","Grant","MILLER'S MERRY MANOR",2,NA,1,39,1,NA
"1601","IN","Hamilton","BARRINGTON OF CARMEL, THE",1,NA,NA,15,NA,NA
"1602","IN","Hendricks","PLAINFIELD HEALTH CARE CENTER",16,16,16,16,16,NA
"1603","IN","Henry","HERITAGE HOUSE OF NEW CASTLE",15,4,NA,20,NA,NA
"1604","IN","Henry","MILLER'S MERRY MANOR",3,1,NA,4,2,NA
"1605","IN","Henry","WATERS OF NEW CASTLE, THE",1,1,1,1,1,NA
"1606","IN","Howard","GOLDEN LIVING CENTER-SYCAMORE VILLAGE",1,NA,NA,NA,NA,NA
"1607","IN","Huntington","HERITAGE OF HUNTINGTON",1,1,1,2,1,NA
"1608","IN","Huntington","MILLER'S MERRY MANOR",38,38,38,38,38,NA
"1609","IN","Jackson","HOOSIER CHRISTIAN VILLAGE",15,1,1,21,16,NA
"1610","IN","Jasper","APERION CARE DEMOTTE",6,6,6,6,6,NA
"1611","IN","Jay","MILLER'S MERRY MANOR",14,NA,NA,11,11,NA
"1612","IN","Jefferson","WATERS OF CLIFTY FALLS, THE",1,NA,NA,NA,NA,NA
"1613","IN","Jennings","MAJESTIC CARE OF NORTH VERNON",2,8,3,13,4,NA
"1614","IN","Johnson","FRANKLIN MEADOWS",1,NA,NA,NA,NA,NA
"1615","IN","Knox","FREELANDVILLE COMMUNITY HOME",11,21,17,2,24,NA
"1616","IN","Knox","OAK VILLAGE",1,NA,2,2,1,NA
"1617","IN","Knox","WILLOW MANOR",2,1,1,1,2,NA
"1618","IN","Kosciusko","MILLER'S MERRY MANOR",61,2,1,62,69,NA
"1619","IN","Kosciusko","WARSAW MEADOWS",6,5,7,8,6,NA
"1620","IN","LaGrange","MILLER'S MERRY MANOR",39,26,19,42,41,NA
"1621","IN","Lake","CROWN POINT CHRISTIAN VILLAGE",10,1,2,23,23,NA
"1622","IN","Lake","HAMMOND-WHITING CARE CENTER",2,NA,NA,5,3,NA
"1623","IN","Lake","MILLER'S MERRY MANOR",25,16,16,25,25,NA
"1624","IN","Lake","REHABILITATION CENTER AT HARTSFIELD VILLAGE",1,1,1,3,1,NA
"1625","IN","Lake","SIMMONS LOVING CARE HEALTH FACILITY",3,23,NA,10,1,NA
"1626","IN","Lake","SYMPHONY OF CROWN POINT  LLC",2,NA,1,6,NA,NA
"1627","IN","LaPorte","MILLER'S HEALTH & REHAB BY MILLER'S MERRY MANOR",41,NA,NA,41,41,NA
"1628","IN","Madison","MILLER'S MERRY MANOR",34,1,1,34,34,NA
"1629","IN","Marion","ALTENHEIM HEALTH & LIVING COMMUNITY",1,NA,NA,12,NA,NA
"1630","IN","Marion","CASTLETON HEALTH CARE CENTER",9,9,9,10,9,NA
"1631","IN","Marion","DECATUR TOWNSHIP CENTER",20,5,4,28,21,NA
"1632","IN","Marion","EAGLE CREEK HEALTHCARE CENTER",22,22,22,22,22,NA
"1633","IN","Marion","HOOSIER VILLAGE",1,1,1,1,1,NA
"1634","IN","Marion","HOOVERWOOD",7,5,NA,4,1,NA
"1635","IN","Marion","MANORCARE HEALTH SERVICES",2,NA,NA,1,3,NA
"1636","IN","Marion","MILLER'S MERRY MANOR",21,6,1,23,17,NA
"1637","IN","Marion","RURAL HEALTH CARE CENTER",3,4,NA,11,NA,NA
"1638","IN","Marion","TRANQUILITY NURSING AND REHAB",3,13,34,16,6,NA
"1639","IN","Marion","WESTPARK A WATERS COMMUNITY",1,NA,NA,NA,2,NA
"1640","IN","Marshall","MILLER'S MERRY MANOR",51,NA,NA,56,51,NA
"1641","IN","Martin","LOOGOOTEE HEALTHCARE & REHABILITATION CENTER",2,NA,NA,NA,NA,NA
"1642","IN","Martin","LOOGOOTEE NURSING CENTER",3,NA,2,1,NA,NA
"1643","IN","Miami","APERION CARE PERU",2,6,NA,2,7,NA
"1644","IN","Miami","MILLER'S MERRY MANOR",5,5,5,5,5,NA
"1645","IN","Montgomery","LANE HOUSE, THE",1,1,1,1,1,NA
"1646","IN","Morgan","MILLER'S MERRY MANOR",10,NA,NA,17,18,NA
"1647","IN","Ohio","WATERS OF RISING SUN, THE",1,1,1,1,1,NA
"1648","IN","Porter","ADDISON POINTE HEALTH & REHABILITATION CENTER",2,4,3,2,2,NA
"1649","IN","Porter","LIFE CARE CENTER OF THE WILLOWS",1,1,2,1,1,NA
"1650","IN","Porter","LIFE CARE CENTER OF VALPARAISO",4,1,NA,1,2,NA
"1651","IN","Porter","MILLER'S MERRY MANOR",24,24,24,25,24,NA
"1652","IN","Pulaski","HICKORY CREEK AT WINAMAC",1,1,1,1,1,NA
"1653","IN","Pulaski","PARKVIEW HAVEN",1,1,1,15,1,NA
"1654","IN","Putnam","HICKORY CREEK AT SUNSET",7,15,1,NA,NA,NA
"1655","IN","Ripley","RIPLEY CROSSING",4,NA,1,21,1,NA
"1656","IN","Rush","MILLER'S MERRY MANOR",5,NA,NA,5,4,NA
"1657","IN","Scott","HICKORY CREEK AT SCOTTSBURG",3,3,3,3,3,NA
"1658","IN","Shelby","HERITAGE HOUSE OF SHELBYVILLE",16,4,NA,13,NA,NA
"1659","IN","Spencer","CORE OF DALE",10,15,NA,3,12,NA
"1660","IN","Spencer","MILLER'S MERRY MANOR",33,3,2,37,34,NA
"1661","IN","St. Joseph","BRIARCLIFF HEALTH & REHABILITATION CENTER",34,3,NA,34,3,NA
"1662","IN","St. Joseph","GOLDEN LIVING CENTER-FOUNTAINVIEW",2,5,4,4,2,NA
"1663","IN","St. Joseph","MILLER'S MERRY MANOR",41,5,5,46,28,NA
"1664","IN","St. Joseph","SPRENGER HEALTH CARE OF MISHAWAKA",1,NA,NA,17,NA,NA
"1665","IN","Steuben","LAKELAND REHAB AND HEALTHCARE CENTER",1,6,NA,5,NA,NA
"1666","IN","Sullivan","MILLER'S MERRY MANOR",23,2,6,24,22,NA
"1667","IN","Tippecanoe","INDIANA VETERANS HOME",2,2,2,2,2,NA
"1668","IN","Tipton","MILLER'S MERRY MANOR",5,NA,NA,5,5,NA
"1669","IN","Vanderburgh","BRAUN'S NURSING HOME",1,NA,NA,8,NA,NA
"1670","IN","Vanderburgh","GOLDEN LIVING CENTER-WOODBRIDGE",1,NA,NA,NA,NA,NA
"1671","IN","Vanderburgh","HERITAGE CENTER",1,1,1,1,1,NA
"1672","IN","Vanderburgh","PARKVIEW CARE CENTER",5,NA,NA,NA,NA,NA
"1673","IN","Vanderburgh","UNIVERSITY NURSING AND REHABILITATION CENTER",1,NA,NA,42,NA,NA
"1674","IN","Vigo","PROVIDENCE HEALTH CARE CENTER",18,4,NA,33,21,NA
"1675","IN","Vigo","WESTMINSTER VILLAGE HEALTH & REHAB",1,1,1,1,1,NA
"1676","IN","Wabash","MILLER'S MERRY MANOR",5,1,2,46,40,NA
"1677","IN","Wabash","VERNON HEALTH & REHABILITATION",1,1,1,1,1,NA
"1678","IN","Warrick","SIGNATURE HEALTHCARE OF NEWBURGH",1,1,1,1,1,NA
"1679","IN","Warrick","TRANSCENDENT HEALTHCARE OF BOONVILLE",2,1,1,1,1,NA
"1680","IN","Wells","CHRISTIAN CARE RETIREMENT COMMUNITY",1,1,1,1,1,NA
"1681","IN","Whitley","MILLER'S AT OAK POINTE",29,1,NA,25,23,NA
"1682","IN","Whitley","MILLER'S MERRY MANOR",42,9,8,42,42,NA
"1683","KS","Allen","WINDSOR PLACE AT IOLA LLC",2,NA,NA,6,3,NA
"1684","KS","Anderson","PARKVIEW HEIGHTS",1,1,1,1,1,NA
"1685","KS","Atchison","ATCHISON SENIOR VILLAGE",4,7,2,2,3,NA
"1686","KS","Atchison","DOOLEY CENTER",4,NA,NA,NA,NA,NA
"1687","KS","Barton","GREAT BEND HEALTH & REHAB CENTER",33,33,33,33,33,NA
"1688","KS","Bourbon","MEDICALODGES FORT SCOTT",1,NA,NA,9,7,NA
"1689","KS","Brown","MISSION VILLAGE LIVING CENTER, INC",11,NA,NA,NA,NA,NA
"1690","KS","Butler","LAKEPOINT AUGUSTA, LLC",13,NA,NA,13,13,NA
"1691","KS","Butler","VICTORIA FALLS",1,NA,NA,3,1,NA
"1692","KS","Butler","WHEAT STATE MANOR",4,1,1,1,11,NA
"1693","KS","Chase","CHASE COUNTY CARE AND REHAB",12,7,7,11,9,NA
"1694","KS","Chautauqua","PLEASANT VALLEY MANOR",1,NA,NA,3,4,NA
"1695","KS","Cherokee","MEDICALODGES COLUMBUS",1,1,1,21,21,NA
"1696","KS","Cheyenne","CHEYENNE COUNTY VILLAGE INC",17,8,16,17,10,NA
"1697","KS","Clay","WAKEFIELD CARE AND REHAB",8,4,4,11,11,NA
"1698","KS","Cloud","MOUNT JOSEPH SENIOR VILLAGE LLC",15,2,2,10,5,NA
"1699","KS","Cloud","THE NICOL HOME",5,1,1,2,1,NA
"1700","KS","Coffey","COFFEY COUNTY HOSPITAL LTCU",27,4,NA,38,5,NA
"1701","KS","Comanche","PIONEER LODGE",2,NA,NA,5,NA,NA
"1702","KS","Cowley","MEDICALODGES ARKANSAS CITY",1,NA,NA,8,5,NA
"1703","KS","Cowley","WINFIELD REST HAVEN II, LLC",13,1,2,19,14,NA
"1704","KS","Crawford","ARMA OPERATOR, LLC",14,16,15,14,15,NA
"1705","KS","Crawford","MEDICALODGES FRONTENAC",3,1,1,10,8,NA
"1706","KS","Crawford","MEDICALODGES GIRARD",1,1,1,20,20,NA
"1707","KS","Crawford","PITTSBURG OPERATOR  LLC",10,1,10,13,10,NA
"1708","KS","Crawford","VIA CHRISTI VILLAGE PITTSBURG INC",1,1,1,2,1,NA
"1709","KS","Dickinson","CHAPMAN VALLEY MANOR",15,NA,NA,9,6,NA
"1710","KS","Dickinson","ENTERPRISE ESTATES NURSING CENTER",8,8,8,8,9,NA
"1711","KS","Doniphan","WATHENA HEALTHCARE & REHABILITATION CENTER",3,NA,1,2,NA,NA
"1712","KS","Douglas","LAWRENCE MEMORIAL HOSPITAL SNF",1,1,3,1,1,NA
"1713","KS","Douglas","PIONEER RIDGE RETIREMENT COMMUNITY",1,NA,4,17,7,NA
"1714","KS","Ellis","GOOD SAMARITAN SOCIETY - HAYS",1,1,1,1,1,NA
"1715","KS","Ellsworth","WILSON CARE AND REHAB",2,8,1,5,8,NA
"1716","KS","Finney","GARDEN VALLEY RETIREMENT VILLAGE",1,1,1,1,1,NA
"1717","KS","Franklin","WELLSVILLE MANOR",5,NA,NA,8,NA,NA
"1718","KS","Geary","VALLEY VIEW SENIOR LIFE",1,1,1,1,NA,NA
"1719","KS","Grant","WESTERN PRAIRIE SENIOR LIVING LLC",1,1,1,16,NA,NA
"1720","KS","Harper","ATTICA LONG TERM CARE FACILITY",11,12,NA,7,NA,NA
"1721","KS","Harvey","ASBURY PARK",1,1,1,7,1,NA
"1722","KS","Harvey","KANSAS CHRISTIAN HOME",1,NA,NA,1,NA,NA
"1723","KS","Jefferson","VILLAGE VILLA",13,13,13,13,13,NA
"1724","KS","Johnson","ADVANCED HEALTH CARE OF OVERLAND PARK",1,NA,NA,16,NA,NA
"1725","KS","Johnson","ADVENTHEALTH CARE CENTER OVERLAND PARK",1,1,1,1,1,NA
"1726","KS","Johnson","BROOKDALE ROSEHILL",2,2,2,2,2,NA
"1727","KS","Johnson","DELMAR GARDENS OF LENEXA",29,1,NA,16,23,NA
"1728","KS","Johnson","EVERGREEN COMMUNITY OF JOHNSON COUNTY",19,19,21,26,19,NA
"1729","KS","Johnson","GARDEN TERRACE AT OVERLAND PARK",2,NA,4,11,1,NA
"1730","KS","Johnson","HOEGER HOUSE",1,5,1,10,1,NA
"1731","KS","Johnson","LAKEVIEW VILLAGE",4,4,3,2,2,NA
"1732","KS","Johnson","MEDICALODGES GARDNER",1,NA,NA,10,7,NA
"1733","KS","Johnson","MERRIAM GARDENS HEALTHCARE & REHABILITATION",1,NA,2,6,NA,NA
"1734","KS","Johnson","SHARON LANE HEALTH SERVICES",1,NA,NA,12,NA,NA
"1735","KS","Johnson","SHAWNEE GARDENS HEALTHCARE & REHAB CENTER",1,NA,NA,1,NA,NA
"1736","KS","Johnson","THE HEALTHCARE RESORT OF OLATHE",2,1,3,NA,3,NA
"1737","KS","Johnson","THE PLAZA HEALTH SERVICES AT SANTA MARTA",1,1,1,1,1,NA
"1738","KS","Johnson","VILLA ST FRANCIS CATHOLIC CARE CENTER INC",2,2,2,2,2,NA
"1739","KS","Johnson","VILLAGE SHALOM INC",8,NA,NA,1,NA,NA
"1740","KS","Kearny","KEARNY COUNTY HOSPITAL LTCU",3,3,3,3,3,NA
"1741","KS","Kingman","HILLTOP MANOR NURSING CENTER",5,7,8,10,11,NA
"1742","KS","Kingman","THE WHEATLANDS HEALTH CARE CENTER",1,1,1,1,1,NA
"1743","KS","Kiowa","HAVILAND OPERATOR, LLC",18,18,18,24,18,NA
"1744","KS","Labette","CHETOPA MANOR",1,NA,NA,NA,2,NA
"1745","KS","Labette","ELMHAVEN EAST",1,NA,NA,26,NA,NA
"1746","KS","Labette","GOOD SAMARITAN SOCIETY - PARSONS",1,2,1,3,1,NA
"1747","KS","Labette","OSWEGO OPERATOR, LLC",26,26,26,27,28,NA
"1748","KS","Labette","PARSONS PRESBYTERIAN MANOR",2,4,2,2,2,NA
"1749","KS","Leavenworth","LANSING CARE AND REHAB",11,11,10,11,11,NA
"1750","KS","Leavenworth","MEDICALODGES LEAVENWORTH",1,1,NA,7,5,NA
"1751","KS","Leavenworth","TWIN OAKS HEALTH AND REHAB",1,1,1,1,1,NA
"1752","KS","Lyon","FLINT HILLS CARE AND REHABILITATION CENTER",2,12,7,20,5,NA
"1753","KS","Marion","FRANKLIN HEALTHCARE OF PEABODY LLC",25,34,33,29,25,NA
"1754","KS","Marion","PEABODY HEALTH AND REHAB",8,10,9,15,10,NA
"1755","KS","Marion","ST LUKE LIVING CENTER",3,4,2,6,5,NA
"1756","KS","Marshall","CAMBRIDGE PLACE",2,NA,NA,7,NA,NA
"1757","KS","McPherson","BETHANY HOME ASSOCIATION",3,2,2,8,3,NA
"1758","KS","McPherson","MCPHERSON OPERATOR, LLC",33,33,33,33,33,NA
"1759","KS","McPherson","MOUNDRIDGE MANOR",3,1,1,17,1,NA
"1760","KS","Meade","MEADE DISTRICT HOSP LTCU DBA LONE TREE RETIREMENT",41,39,40,32,15,NA
"1761","KS","Miami","LIFE CARE CENTER OF OSAWATOMIE",2,1,1,2,1,NA
"1762","KS","Miami","MEDICALODGES PAOLA",2,2,2,14,8,NA
"1763","KS","Miami","NORTH POINT SKILLED NURSING CENTER",2,1,1,4,3,NA
"1764","KS","Mitchell","HILLTOP LODGE HEALTH AND REHABILITATION CENTER",2,2,2,2,2,NA
"1765","KS","Montgomery","MEDICALODGES COFFEYVILLE",6,3,6,14,11,NA
"1766","KS","Montgomery","MONTGOMERY PLACE NURSING CENTER",2,NA,NA,10,NA,NA
"1767","KS","Montgomery","WINDSOR PLACE LLC",2,NA,NA,3,NA,NA
"1768","KS","Morton","MORTON COUNTY SENIOR LIVING COMMUNITY",16,NA,1,20,3,NA
"1769","KS","Nemaha","APOSTOLIC CHRISTIAN HOME",1,NA,NA,1,NA,NA
"1770","KS","Nemaha","CRESTVIEW NURSING & RESIDENTIAL LIVING",1,2,1,3,1,NA
"1771","KS","Nemaha","EASTRIDGE",6,1,1,6,6,NA
"1772","KS","Nemaha","SABETHA MANOR",3,1,NA,10,4,NA
"1773","KS","Neosho","HERITAGE HEALTH CARE CENTER",2,2,2,5,2,NA
"1774","KS","Neosho","PRAIRIE MISSION RETIREMENT VILLAGE",5,2,NA,NA,NA,NA
"1775","KS","Norton","ANDBE HOME, INC",6,NA,NA,1,2,NA
"1776","KS","Osborne","DOWNS CARE AND REHAB",12,NA,NA,15,11,NA
"1777","KS","Phillips","LOGAN MANOR COMMUNITY HEALTH SERVICES",3,1,NA,25,NA,NA
"1778","KS","Pottawatomie","COMMUNITY HOSPITAL ONAGA LTCU",2,2,3,14,8,NA
"1779","KS","Pottawatomie","GOOD SAMARITAN SOCIETY - VALLEY VISTA",1,NA,NA,1,NA,NA
"1780","KS","Pottawatomie","ONAGA OPERATOR, LLC",8,10,10,14,13,NA
"1781","KS","Pottawatomie","WESTY COMMUNITY CARE HOME",1,1,1,6,1,NA
"1782","KS","Pratt","PRATT HEALTH AND REHAB",10,14,10,11,11,NA
"1783","KS","Rawlins","GOOD SAMARITAN SOCIETY - ATWOOD",1,4,1,1,2,NA
"1784","KS","Reno","HUTCHINSON OPERATOR, LLC",12,11,11,17,11,NA
"1785","KS","Reno","MENNONITE FRIENDSHIP COMMUNITIES INC",3,3,3,4,3,NA
"1786","KS","Reno","WESLEY TOWERS INC",5,NA,NA,20,4,NA
"1787","KS","Rice","STERLING VILLAGE",1,NA,NA,NA,NA,NA
"1788","KS","Sedgwick","AVITA HEALTH AND REHAB AT REEDS COVE",40,38,38,40,40,NA
"1789","KS","Sedgwick","CARITAS CENTER, INC",1,1,1,1,1,NA
"1790","KS","Sedgwick","CENTER AT WATERFRONT LLC",12,NA,NA,13,10,NA
"1791","KS","Sedgwick","HOMESTEAD HEALTH CENTER",1,NA,NA,NA,NA,NA
"1792","KS","Sedgwick","LEGACY AT COLLEGE HILL",9,16,3,19,4,NA
"1793","KS","Sedgwick","LIFE CARE CENTER OF WICHITA",1,1,1,1,1,NA
"1794","KS","Sedgwick","LINCOLN CARE AND REHAB",11,14,15,12,11,NA
"1795","KS","Sedgwick","MEDICALODGES GODDARD",1,2,1,7,5,NA
"1796","KS","Sedgwick","MOUNT ST MARY",1,1,1,1,1,NA
"1797","KS","Sedgwick","REGENT PARK REHABILITATION AND HEALTHCARE",9,14,6,17,4,NA
"1798","KS","Sedgwick","ROLLING HILLS HEALTH AND REHAB",22,22,22,23,22,NA
"1799","KS","Sedgwick","THE HEALTHCARE RESORT OF WICHITA",8,3,NA,37,36,NA
"1800","KS","Sedgwick","WICHITA PRESBYTERIAN MANOR",1,1,1,1,1,NA
"1801","KS","Shawnee","ALDERSGATE VILLAGE",2,2,3,4,4,NA
"1802","KS","Shawnee","BRIGHTON PLACE WEST",3,3,3,3,3,NA
"1803","KS","Shawnee","LEXINGTON PARK NURSING & POST ACUTE CENTER",2,NA,2,15,13,NA
"1804","KS","Shawnee","PROVIDENCE LIVING CENTER",41,41,39,41,41,NA
"1805","KS","Shawnee","ROLLING HILLS HEALTH CENTER",1,1,1,4,1,NA
"1806","KS","Shawnee","THE HEALTHCARE RESORT OF TOPEKA",1,1,1,1,1,NA
"1807","KS","Shawnee","TOPEKA CENTER FOR REHABILITATION AND HEALTHCARE",6,NA,1,6,1,NA
"1808","KS","Sheridan","SHERIDAN COUNTY HOSPITAL LTCU",1,1,1,1,1,NA
"1809","KS","Sherman","TOPSIDE MANOR INC",3,3,3,3,3,NA
"1810","KS","Smith","SMITH CENTER HEALTH AND REHAB",42,42,42,42,42,NA
"1811","KS","Smith","SUNPORCH OF SMITH COUNTY",1,NA,NA,NA,2,NA
"1812","KS","Stafford","LEISURE HOMESTEAD AT STAFFORD",1,1,1,1,1,NA
"1813","KS","Stanton","STANTON COUNTY HEALTH CARE FACILITY LTCU",1,NA,NA,NA,NA,NA
"1814","KS","Stevens","STEVENS COUNTY HOSPITAL LTCU DBA PIONEER MANOR",1,1,1,1,1,NA
"1815","KS","Sumner","BOTKIN CARE AND REHAB",24,1,1,23,24,NA
"1816","KS","Sumner","ML-OP OXFORD, LLC",1,1,NA,7,5,NA
"1817","KS","Sumner","VILLA MARIA",1,1,1,1,1,NA
"1818","KS","Sumner","WELLINGTON HEALTH AND REHAB",24,NA,NA,24,24,NA
"1819","KS","Thomas","CITIZENS MEDICAL CENTER LTCU",1,1,1,2,1,NA
"1820","KS","Thomas","COLBY OPERATOR, LLC",6,8,9,8,11,NA
"1821","KS","Wabaunsee","ESKRIDGE OPERATOR  LLC",2,1,1,1,1,NA
"1822","KS","Washington","THE CENTENNIAL HOMESTEAD",8,2,3,7,7,NA
"1823","KS","Wilson","NEODESHA CARE AND REHAB",20,20,20,20,20,NA
"1824","KS","Wyandotte","KAW RIVER CARE AND REHAB",5,NA,NA,10,4,NA
"1825","KS","Wyandotte","LIFE CARE CENTER OF KANSAS CITY",18,6,NA,9,12,NA
"1826","KS","Wyandotte","MEDICALODGES POST ACUTE CARE CENTER",2,1,NA,9,5,NA
"1827","KS","Wyandotte","PARKWAY OPERATOR LLC",6,5,8,8,8,NA
"1828","KS","Wyandotte","PROVIDENCE PLACE LTCU",2,2,NA,4,6,NA
"1829","KS","Wyandotte","RIVERBEND POST ACUTE REHABILITATION",2,2,2,7,2,NA
"1830","KS","Wyandotte","THE HEALTHCARE RESORT OF KANSAS CITY",1,NA,NA,2,1,NA
"1831","KY","Barren","NHC HEALTHCARE, GLASGOW",2,3,NA,6,NA,NA
"1832","KY","Barren","T J SAMSON COMMUNITY HOSPITAL",6,6,6,7,6,NA
"1833","KY","Boone","BRIDGE POINT CENTER",20,NA,NA,23,20,NA
"1834","KY","Bourbon","BOURBON HEIGHTS NURSING HOME",2,NA,1,NA,NA,NA
"1835","KY","Boyle","DANVILLE CENTRE FOR HEALTH & REHABILITATION",3,3,1,7,4,NA
"1836","KY","Bracken","BRACKEN COUNTY NURSING & REHABILITATION CENTER",1,NA,NA,3,NA,NA
"1837","KY","Breathitt","NIM HENSON GERIATRIC CENTER",25,25,26,34,25,NA
"1838","KY","Calloway","SPRING CREEK HEALTH CARE",3,1,NA,18,3,NA
"1839","KY","Campbell","ST ELIZABETH FT THOMAS SNF",1,1,1,1,1,NA
"1840","KY","Campbell","THE SEASONS AT ALEXANDRIA",2,2,3,1,4,NA
"1841","KY","Carlisle","COUNTRYSIDE CENTER FOR REHABILITATION AND NURSING",1,2,1,6,1,NA
"1842","KY","Christian","BRADFORD HEIGHTS NURSING & REHABILITATION",2,NA,NA,1,1,NA
"1843","KY","Cumberland","CUMBERLAND VALLEY MANOR",1,1,1,1,1,NA
"1844","KY","Daviess","OWENSBORO CENTER",20,NA,NA,21,20,NA
"1845","KY","Daviess","WELLINGTON PARC OF OWENSBORO",1,1,1,1,1,NA
"1846","KY","Edmonson","EDMONSON CENTER",20,NA,NA,21,20,NA
"1847","KY","Estill","IRVINE NURSING AND REHABILITATION CENTER",1,1,1,1,1,NA
"1848","KY","Fayette","CAMBRIDGE PLACE GROUP, LLC",3,2,2,2,2,NA
"1849","KY","Fayette","LEXINGTON COUNTRY PLACE",2,2,3,2,2,NA
"1850","KY","Fayette","NORTHPOINT/LEXINGTON HEALTHCARE CENTER",2,2,2,2,2,NA
"1851","KY","Fayette","PINE MEADOWS POST ACUTE",13,16,6,13,12,NA
"1852","KY","Fayette","SIGNATURE HEALTHCARE AT TANBARK REHAB & WELLNESS C",1,1,1,1,1,NA
