"","Provider.State","County","Provider.Name","WeeksofShortage_of_AD_by_Provider","WeeksofShortage_of_CS_by_Provider","WeeksofShortage_of_NS_by_Provider","WeeksofShortage_of_OS_by_Provider"
"1045","FL","Flagler","FLAGLER HEALTH AND REHABILITATION CENTER",1,1,1,1
"1046","FL","Flagler","GRAND OAKS HEALTH AND REHABILITATION CENTER",17,NA,13,NA
"1047","FL","Franklin","ST JAMES HEALTH AND REHABILITATION CENTER",4,NA,4,NA
"1048","FL","Gadsden","RIVERCHASE HEALTH AND REHABILITATION CENTER",42,NA,42,42
"1049","FL","Gulf","CROSS SHORES CARE CENTER",4,2,2,2
"1050","FL","Hamilton","SUWANNEE VALLEY NURSING CENTER",3,NA,3,NA
"1051","FL","Hardee","HARDEE MANOR HEALTHCARE CENTER",4,1,5,2
"1052","FL","Hardee","LAKESIDE NEUROLOGIC",9,1,9,4
"1053","FL","Hendry","CLEWISTON NURSING & REHABILITATION",3,3,3,3
"1054","FL","Hendry","OAKBROOK HEALTH AND REHABILITATION CENTER",35,NA,NA,NA
"1055","FL","Hernando","BROOKSVILLE HEALTHCARE CENTER",2,2,2,2
"1056","FL","Hernando","HERON POINTE HEALTH AND REHABILITATION",13,NA,2,11
"1057","FL","Hernando","NORTHBROOK CENTER FOR REHABILITATION AND HEALING",1,1,1,1
"1058","FL","Highlands","KENILWORTH CARE & REHABILITATION CENTER",1,1,2,1
"1059","FL","Highlands","LAKE PLACID HEALTH AND REHABILITATION CENTER",1,NA,1,NA
"1060","FL","Highlands","OAKS AT AVON",6,6,6,6
"1061","FL","Highlands","PALMS OF SEBRING, THE",42,NA,42,32
"1062","FL","Highlands","ROYAL CARE OF AVON PARK",3,3,3,3
"1063","FL","Hillsborough","BRANDON HEALTH AND REHABILITATION CENTER",30,NA,20,1
"1064","FL","Hillsborough","CARROLLWOOD CARE CENTER",9,3,9,2
"1065","FL","Hillsborough","CENTRAL PARK HEALTHCARE AND REHABILITATION CENTER",6,NA,2,2
"1066","FL","Hillsborough","CONCORDIA VILLAGE OF TAMPA",6,NA,21,NA
"1067","FL","Hillsborough","CONSULATE HEALTH CARE OF BRANDON",4,2,4,2
"1068","FL","Hillsborough","FAIRWAY OAKS CENTER",4,2,4,3
"1069","FL","Hillsborough","GANDY CROSSING CARE CENTER",1,1,1,1
"1070","FL","Hillsborough","HABANA HEALTH CARE CENTER",1,NA,1,NA
"1071","FL","Hillsborough","HAWTHORNE HEALTH AND REHAB OF BRANDON",11,1,7,3
"1072","FL","Hillsborough","KR AT HILLSBOROUGH LAKES",4,4,4,4
"1073","FL","Hillsborough","PALM GARDEN OF SUN CITY",5,5,5,6
"1074","FL","Hillsborough","PALM GARDEN OF TAMPA",1,1,1,1
"1075","FL","Hillsborough","PLAZA WEST",1,1,1,1
"1076","FL","Hillsborough","REHABILITATION AND HEALTHCARE CENTER OF TAMPA",2,3,2,2
"1077","FL","Hillsborough","SOLARIS HEALTHCARE PLANT CITY",3,3,3,3
"1078","FL","Hillsborough","TAMPA LAKES HEALTH AND REHABILITATION CENTER",2,1,2,1
"1079","FL","Hillsborough","WHISPERING OAKS",22,2,21,1
"1080","FL","Hillsborough","YBOR CITY CENTER FOR REHABILITATION AND HEALING",7,NA,7,7
"1081","FL","Indian River","CONSULATE HEALTH CARE OF VERO BEACH",2,NA,1,NA
"1082","FL","Indian River","FLORIDA BAPTIST RETIREMENT CENTER",1,1,1,NA
"1083","FL","Jackson","MARIANNA HEALTH AND REHABILITATION CENTER",3,NA,4,1
"1084","FL","Jefferson","BRYNWOOD HEALTH AND REHABILITATION CENTER",42,NA,42,33
"1085","FL","Jefferson","CROSS LANDINGS HEALTH AND REHABILITATION CENTER",1,1,1,1
"1086","FL","Lake","ADVENTHEALTH CARE CENTER WATERMAN",4,4,4,4
"1087","FL","Lake","AVANTE AT MT DORA, INC",3,2,3,2
"1088","FL","Lake","BAYVIEW CENTER",14,7,14,9
"1089","FL","Lake","EDGEWATER AT WATERMAN VILLAGE",2,2,2,2
"1090","FL","Lake","FREEDOM POINTE AT THE VILLAGES REHABILITATION AND",1,1,1,1
"1091","FL","Lake","LADY LAKE SPECIALTY CARE CENTER",36,NA,35,34
"1092","FL","Lake","LAKE EUSTIS HEALTH AND REHABILITATION CENTER",3,2,3,2
"1093","FL","Lake","LAKEVIEW TERRACE REHAB AND HEALTH CARE CENTER",1,NA,NA,NA
"1094","FL","Lake","RULEME CENTER",14,4,14,7
"1095","FL","Lake","SKYTOP VIEW REHABILITATION CENTER",8,NA,5,9
"1096","FL","Lake","SOUTH CAMPUS CARE CENTER",27,27,27,27
"1097","FL","Lake","VILLAGES REHABILITATION AND NURSING CENTER (THE)",1,1,1,1
"1098","FL","Lee","CALUSA HARBOUR",1,1,1,1
"1099","FL","Lee","CONSULATE HEALTH CARE OF NORTH FORT MYERS",41,NA,40,34
"1100","FL","Lee","CORAL TRACE HEALTH CARE",24,14,22,14
"1101","FL","Lee","EVANS HEALTH CARE",5,1,5,2
"1102","FL","Lee","GULF COAST MEDICAL CENTER SKILLED NURSING UNIT",4,1,4,2
"1103","FL","Lee","HEALTHPARK CARE CENTER",1,1,1,1
"1104","FL","Lee","HERITAGE PARK REHABILITATION AND HEALTHCARE",1,1,2,1
"1105","FL","Lee","LEHIGH ACRES HEALTH AND REHABILITATION CENTER",19,1,12,NA
"1106","FL","Lee","LIFE CARE CENTER OF ESTERO",1,1,1,3
"1107","FL","Lee","PAGE REHABILITATION AND HEALTHCARE CENTER",4,2,1,1
"1108","FL","Lee","SIGNATURE HEALTHCARE AT COLLEGE PARK",1,1,1,1
"1109","FL","Lee","THE PRESERVE",1,NA,1,NA
"1110","FL","Lee","WINKLER COURT",4,NA,6,NA
"1111","FL","Leon","CONSULATE HEALTH CARE OF TALLAHASSEE",4,NA,11,NA
"1112","FL","Leon","HERITAGE HEALTHCARE CENTER AT TALLAHASSEE",40,3,41,27
"1113","FL","Leon","MIRACLE HILL NURSING & REHABILITATION CENTER, INC",4,1,3,1
"1114","FL","Leon","SEVEN HILLS HEALTH & REHABILITATION CENTER",19,NA,17,NA
"1115","FL","Leon","TALLAHASSEE MEMORIAL HOSPITAL EXTENDED CARE",1,2,2,2
"1116","FL","Leon","WESTMINSTER OAKS",5,NA,7,NA
"1117","FL","Levy","WILLISTON CARE CENTER",1,1,1,1
"1118","FL","Madison","LAKE PARK OF MADISON NURSING AND REHABILITATION CE",1,1,1,1
"1119","FL","Manatee","BAY VUE NURSING AND REHABILITATION CENTER",1,1,1,1
"1120","FL","Manatee","BRADENTON HEALTH CARE",1,NA,5,NA
"1121","FL","Manatee","CASA MORA REHABILITATION AND EXTENDED CARE",1,NA,NA,NA
"1122","FL","Manatee","GREENBRIAR REHABILITATION AND NURSING CENTER",5,NA,5,2
"1123","FL","Manatee","HERITAGE PARK CARE AND REHABILITATION CENTER",1,1,1,1
"1124","FL","Manatee","LIFE CARE CENTER OF SARASOTA",35,NA,21,NA
"1125","FL","Manatee","WESTMINSTER POINT PLEASANT",43,3,43,3
"1126","FL","Marion","BRIDGEWATER PARK HEALTH & REHABILITATION CENTER",1,NA,NA,NA
"1127","FL","Marion","CHATHAM GLEN HEALTHCARE AND REHABILITATION CENTER",14,NA,15,NA
"1128","FL","Marion","HAWTHORNE HEALTH AND REHAB OF OCALA",1,NA,1,NA
"1129","FL","Marion","OAKHURST CENTER",1,1,1,5
"1130","FL","Marion","OCALA OAKS REHABILITATION CENTER",1,NA,NA,NA
"1131","FL","Marion","PALM GARDEN OF OCALA",1,NA,NA,NA
"1132","FL","Martin","MARTIN NURSING AND REHABILITATION",7,NA,NA,NA
"1133","FL","Martin","SALERNO BAY HEALTH AND REHABILITATION CENTER",4,NA,NA,NA
"1134","FL","Martin","STUART REHABILITATION AND HEALTHCARE",2,1,1,2
"1135","FL","Martin","TERRACE AT HOBE SOUND, THE",1,NA,NA,1
"1136","FL","Miami-Dade","ARCH PLAZA NURSING & REHABILITATION CENTER",4,4,4,4
"1137","FL","Miami-Dade","CLARIDGE HOUSE NURSING & REHABILITATION CENTER",1,1,1,1
"1138","FL","Miami-Dade","CORAL GABLES NURSING AND REHABILITATION CENTER",2,2,2,2
"1139","FL","Miami-Dade","CORAL REEF NURSING & REHABILITATION CENTER",3,1,1,3
"1140","FL","Miami-Dade","EAST RIDGE RETIREMENT VILLAGE INC",1,NA,NA,NA
"1141","FL","Miami-Dade","FLORIDEAN NURSING AND REHABILITATION CENTER, THE",34,34,34,34
"1142","FL","Miami-Dade","FRANCO NURSING & REHABILITATION CENTER",13,3,23,16
"1143","FL","Miami-Dade","GARDENS CARE CENTER",1,NA,NA,NA
"1144","FL","Miami-Dade","HARMONY HEALTH CENTER",2,2,2,2
"1145","FL","Miami-Dade","HIALEAH NURSING AND REHABILITATION CENTER",4,NA,2,4
"1146","FL","Miami-Dade","HIALEAH SHORES NURSING AND REHAB CENTER",1,1,1,1
"1147","FL","Miami-Dade","HOMESTEAD MANOR A PALACE COMMUNITY",5,5,5,5
"1148","FL","Miami-Dade","JACKSON MEMORIAL LONG TERM CARE CENTER",1,1,1,1
"1149","FL","Miami-Dade","JACKSON PLAZA NURSING AND REHABILITATION CENTER",6,NA,6,NA
"1150","FL","Miami-Dade","KENDALL LAKES HEALTH AND REHABILITATION CENTER",1,1,1,1
"1151","FL","Miami-Dade","KRYSTAL BAY NURSING AND REHABILITATION",4,1,4,1
"1152","FL","Miami-Dade","MIAMI JEWISH HEALTH SYSTEMS, INC",9,NA,10,NA
"1153","FL","Miami-Dade","NORTH BEACH REHABILITATION CENTER",1,1,1,1
"1154","FL","Miami-Dade","NSPIRE HEALTHCARE KENDALL",20,6,10,2
"1155","FL","Miami-Dade","NSPIRE HEALTHCARE MIAMI LAKES",1,1,1,1
"1156","FL","Miami-Dade","PALACE AT KENDALL NURSING AND REHABILITATION CENTE",3,3,3,3
"1157","FL","Miami-Dade","PINECREST REHABILITATION CENTER",1,1,1,1
"1158","FL","Miami-Dade","PINES NURSING HOME",1,NA,NA,1
"1159","FL","Miami-Dade","SANDS AT SOUTH BEACH CARE CENTER, THE",1,1,1,2
"1160","FL","Miami-Dade","SIGNATURE HEALTHCARE CENTER OF WATERFORD",1,1,1,1
"1161","FL","Miami-Dade","SIGNATURE HEALTHCARE OF BROOKWOOD GARDENS",1,1,1,1
"1162","FL","Miami-Dade","SINAI PLAZA NURSING & REHAB CENTER",1,1,1,1
"1163","FL","Miami-Dade","ST ANNES NURSING CENTER, ST ANNES RESIDENCE INC",43,NA,43,40
"1164","FL","Miami-Dade","TREASURE ISLE CARE CENTER",3,3,2,3
"1165","FL","Miami-Dade","VI AT AVENTURA",1,NA,NA,NA
"1166","FL","Miami-Dade","WEST GABLES HEALTH CARE CENTER",22,NA,21,21
"1167","FL","Monroe","CRYSTAL HEALTH AND REHAB CENTER, LLC",4,NA,4,NA
"1168","FL","Monroe","PALM VISTA NURSING AND REHABILITATION CENTER",2,1,2,NA
"1169","FL","Nassau","FERNANDINA BEACH REHABILITATION AND NURSING CENTER",26,1,31,3
"1170","FL","Okaloosa","DESTIN HEALTHCARE AND REHABILITATION CENTER",1,1,1,1
"1171","FL","Okaloosa","EMERALD COAST CENTER",3,NA,3,NA
"1172","FL","Okaloosa","MANOR AT BLUE WATER BAY, THE",5,NA,2,2
"1173","FL","Okaloosa","SHOAL CREEK REHABILITATION CENTER",33,32,33,21
"1174","FL","Orange","ADVENTHEALTH CARE CENTER ORLANDO EAST",5,4,4,3
"1175","FL","Orange","ADVENTHEALTH CARE CENTER ORLANDO NORTH",1,1,1,1
"1176","FL","Orange","AVANTE AT ORLANDO INC",1,1,1,1
"1177","FL","Orange","COLONIAL LAKES HEALTH CARE",2,2,2,2
"1178","FL","Orange","COURTYARDS OF ORLANDO CARE CENTER",1,1,3,1
"1179","FL","Orange","DELANEY PARK HEALTH AND REHABILITATION CENTER",1,1,1,1
"1180","FL","Orange","GUARDIAN CARE NURSING & REHABILITATION CENTER",2,1,2,1
"1181","FL","Orange","HUNTERS CREEK NURSING AND REHAB CENTER",1,1,1,1
"1182","FL","Orange","LIFE CARE CENTER OF ORLANDO",2,NA,NA,NA
"1183","FL","Orange","MAYFLOWER HEALTHCARE CENTER",1,1,1,1
"1184","FL","Orange","OCOEE HEALTH CARE CENTER",5,NA,5,1
"1185","FL","Orange","PARKVIEW REHABILITATION CENTER AT WINTER PARK",1,1,1,1
"1186","FL","Orange","REGENTS PARK OF WINTER PARK",32,2,30,2
"1187","FL","Orange","REHABILITATION CENTER OF WINTER PARK, THE",13,1,13,12
"1188","FL","Orange","TERRA VISTA REHAB AND HEALTH CENTER",2,2,2,2
"1189","FL","Orange","THE GARDENS AT DEPUGH",1,1,1,2
"1190","FL","Orange","WESTMINSTER BALDWIN PARK",2,2,2,3
"1191","FL","Orange","WINTER GARDEN REHABILITATION AND NURSING CENTER",1,1,1,1
"1192","FL","Orange","WINTER PARK CARE AND REHABILITATION",2,2,3,2
"1193","FL","Osceola","CONSULATE HEALTH CARE OF KISSIMMEE",9,NA,8,1
"1194","FL","Osceola","GOOD SAMARITAN SOCIETY-KISSIMMEE VILLAGE",6,3,9,3
"1195","FL","Osceola","KEYSTONE REHABILITATION AND HEALTH CENTER",8,NA,8,NA
"1196","FL","Osceola","PLANTATION BAY REHABILITATION CENTER",42,1,33,7
"1197","FL","Osceola","TERRACE OF ST CLOUD, THE",1,1,1,1
"1198","FL","Palm Beach","ADDINGTON PLACE AT WELLINGTON GREEN",1,1,2,1
"1199","FL","Palm Beach","AVANTE AT BOCA RATON, INC.",1,NA,NA,NA
"1200","FL","Palm Beach","AVANTE AT LAKE WORTH, INC.",1,1,1,1
"1201","FL","Palm Beach","BOCA RATON REHABILITATION CENTER",1,1,1,1
"1202","FL","Palm Beach","CHATSWORTH AT PGA NATIONAL",1,1,1,6
"1203","FL","Palm Beach","DARCY HALL OF LIFE CARE",6,1,20,6
"1204","FL","Palm Beach","EDWARD J HEALEY REHABILITATION AND NURSING CENTER",1,1,1,1
"1205","FL","Palm Beach","GARDENS COURT",1,1,1,1
"1206","FL","Palm Beach","GLADES HEALTH CARE CENTER",31,2,25,29
"1207","FL","Palm Beach","HAMLIN PLACE OF BOYNTON BEACH",1,NA,1,NA
"1208","FL","Palm Beach","HARBOURS EDGE",1,NA,NA,NA
"1209","FL","Palm Beach","JUPITER MEDICAL CENTER PAVILION INC",1,1,1,1
"1210","FL","Palm Beach","LAKE VIEW CARE CENTER AT DELRAY",11,NA,19,8
"1211","FL","Palm Beach","LOURDES-NOREEN MCKEEN RESIDENCE FOR GERIATRIC CARE",2,2,2,2
"1212","FL","Palm Beach","MANORCARE HEALTH SERVICES",1,1,1,1
"1213","FL","Palm Beach","MANORCARE HEALTH SERVICES WEST PALM BEACH",2,2,2,2
"1214","FL","Palm Beach","OASIS HEALTH AND REHABILITATION CENTER",3,3,2,2
"1215","FL","Palm Beach","PALM GARDEN OF WEST PALM BEACH",3,1,1,1
"1216","FL","Palm Beach","REHABILITATION CENTER OF THE PALM BEACHES,THE",1,1,1,1
"1217","FL","Palm Beach","RENAISSANCE HEALTH AND REHABILITATION",6,6,6,6
"1218","FL","Palm Beach","SAVANNAH COVE OF THE PALM BEACHES",1,NA,NA,NA
"1219","FL","Palm Beach","SIGNATURE HEALTHCARE OF PALM BEACH",1,1,2,1
"1220","FL","Palm Beach","STRATFORD COURT OF BOCA RATON",1,1,1,1
"1221","FL","Pasco","ADVENTHEALTH CARE CENTER ZEPHYRHILL NORTH",2,2,2,2
"1222","FL","Pasco","CONSULATE HEALTH CARE OF BAYONET POINT",32,NA,17,1
"1223","FL","Pasco","CONSULATE HEALTH CARE OF NEW PORT RICHEY",9,NA,9,NA
"1224","FL","Pasco","HEARTLAND OF ZEPHYRHILLS",3,NA,3,NA
"1225","FL","Pasco","MADISON POINTE CARE CENTER",2,2,2,2
"1226","FL","Pasco","SOLARIS HEALTHCARE BAYONET POINT",33,4,3,3
"1227","FL","Pasco","WINDSOR WOODS REHAB AND HEALTHCARE CENTER",8,NA,NA,NA
"1228","FL","Pinellas","ALHAMBRA HEALTH AND REHABILITATION CENTER",1,1,1,1
"1229","FL","Pinellas","APOLLO HEALTH AND REHABILITATION CENTER",15,2,15,2
"1230","FL","Pinellas","BALANCED HEALTHCARE",31,2,31,29
"1231","FL","Pinellas","BAY POINTE NURSING PAVILION",3,3,3,3
"1232","FL","Pinellas","BAYSIDE CARE CENTER",14,1,1,1
"1233","FL","Pinellas","BOCA CIEGA CENTER",1,1,1,1
"1234","FL","Pinellas","CLEARWATER CENTER",1,NA,NA,NA
"1235","FL","Pinellas","CONSULATE HEALTH CARE OF ST PETERSBURG",6,2,6,3
"1236","FL","Pinellas","COUNTRYSIDE REHAB AND HEALTHCARE CENTER",7,7,8,7
"1237","FL","Pinellas","EAGLE LAKE NURSING AND REHAB CARE CENTER",28,NA,14,4
"1238","FL","Pinellas","EGRET COVE CENTER",5,NA,6,NA
"1239","FL","Pinellas","FLORIDA HOSPITAL NORTH PINELLAS",1,1,1,1
"1240","FL","Pinellas","GATEWAY CARE CENTER",17,7,13,10
"1241","FL","Pinellas","GOLFVIEW HEALTHCARE CENTER",1,1,1,2
"1242","FL","Pinellas","GULF SHORE CARE CENTER",27,16,17,14
"1243","FL","Pinellas","GULFPORT REHABILITATION CENTER",13,12,13,11
"1244","FL","Pinellas","HARBOURWOOD CARE CENTER",6,NA,6,NA
"1245","FL","Pinellas","HEALTH AND REHABILITATION CENTRE AT DOLPHINS VIEW",7,NA,5,NA
"1246","FL","Pinellas","KENSINGTON GARDENS REHAB AND NURSING CENTER",7,NA,7,NA
"1247","FL","Pinellas","KR AT COLLEGE HARBOR",40,NA,41,37
"1248","FL","Pinellas","LAKESIDE OAKS CARE CENTER",20,1,19,1
"1249","FL","Pinellas","LAURELLWOOD CARE CENTER",1,NA,NA,1
"1250","FL","Pinellas","LEXINGTON HEALTH AND REHABILITATION CENTER",1,1,1,1
"1251","FL","Pinellas","MARION AND BERNARD L SAMSON NURSING CENTER",43,NA,43,42
"1252","FL","Pinellas","NORTH REHABILITATION CENTER",1,2,1,3
"1253","FL","Pinellas","OAK MANOR HEALTHCARE & REHABILITATION CENTER",4,1,4,1
"1254","FL","Pinellas","OAKS OF CLEARWATER, THE",4,4,4,4
"1255","FL","Pinellas","ORCHID COVE AT PALM HARBOR",3,1,1,3
"1256","FL","Pinellas","PALM GARDEN OF CLEARWATER",32,3,33,13
"1257","FL","Pinellas","PALM GARDEN OF PINELLAS",31,1,1,8
"1258","FL","Pinellas","PENINSULA CARE AND REHABILITATION CENTER",1,1,1,1
"1259","FL","Pinellas","PINELLAS POINT NURSING AND REHAB CENTER",1,1,1,1
"1260","FL","Pinellas","SHORE ACRES CARE CENTER",34,1,34,1
"1261","FL","Pinellas","SPRINGS AT BOCA CIEGA BAY",4,4,4,5
"1262","FL","Pinellas","STRATFORD COURT OF PALM HARBOR",3,NA,NA,2
"1263","FL","Pinellas","SYLVAN HEALTH CENTER",1,1,1,1
"1264","FL","Pinellas","THE CEDAR AT MEASE LIFE",2,2,2,2
"1265","FL","Pinellas","TIERRA PINES CENTER",27,18,27,19
"1266","FL","Pinellas","WESTCHESTER GARDENS HEALTH & REHABILITATION",2,NA,NA,NA
"1267","FL","Pinellas","WRIGHTS HEALTHCARE AND REHABILITATION CENTER",1,1,1,1
"1268","FL","Polk","ASTORIA HEALTH AND REHABILITATION CENTER",2,2,2,2
"1269","FL","Polk","BARTOW CENTER",9,NA,9,1
"1270","FL","Polk","BRANDYWYNE HEALTH CARE CENTER",15,1,15,1
"1271","FL","Polk","CONSULATE HEALTH CARE OF LAKE PARKER",38,1,33,1
"1272","FL","Polk","CONSULATE HEALTH CARE OF LAKELAND",3,2,3,2
"1273","FL","Polk","CROSSROADS, THE",4,1,2,1
"1274","FL","Polk","FLORIDA PRESBYTERIAN HOMES INC",1,NA,NA,NA
"1275","FL","Polk","GRACE HEALTHCARE OF LAKE WALES",8,3,9,3
"1276","FL","Polk","HAINES CITY REHABILITATION AND NURSING CENTER",3,NA,NA,NA
"1277","FL","Polk","HIGHLANDS LAKE CENTER",3,1,2,4
"1278","FL","Polk","LAKELAND HILLS CENTER",4,4,4,4
"1279","FL","Polk","LAKELAND NURSING & REHABILITATION",9,8,8,8
"1280","FL","Polk","ROHR HOME, THE",4,4,4,4
"1281","FL","Polk","WEDGEWOOD HEALTHCARE CENTER",33,2,40,3
"1282","FL","Polk","WINTER HAVEN HEALTH AND REHABILITATION CENTER",2,2,2,2
"1283","FL","Putnam","LAKEWOOD NURSING CENTER",17,3,14,6
"1284","FL","Putnam","SOLARIS HEALTHCARE PALATKA",3,2,2,2
"1285","FL","Putnam","WINDSOR CARE & REHAB, LLC",5,4,4,7
"1286","FL","Sarasota","BAY BREEZE HEALTH AND REHABILITATION CENTER",4,2,2,2
"1287","FL","Sarasota","BENDERSON FAMILY SKILLED NURSING AND REHAB CENTER",1,1,1,1
"1288","FL","Sarasota","BREEZE CARE CENTER",2,2,2,2
"1289","FL","Sarasota","BROOKDALE PALMER RANCH SNF",1,1,1,1
"1290","FL","Sarasota","ENGLEWOOD HEALTHCARE AND REHAB",35,NA,34,9
"1291","FL","Sarasota","HAWTHORNE HEALTH AND REHAB OF SARASOTA",4,5,2,2
"1292","FL","Sarasota","MANORCARE HEALTH SERVICES SARASOTA",2,NA,2,NA
"1293","FL","Sarasota","NORTH PORT REHABILITATION AND NURSING CENTER",5,2,3,16
"1294","FL","Sarasota","PINES OF SARASOTA",1,NA,1,NA
"1295","FL","Sarasota","SARASOTA MEMORIAL NURSING AND REHABILITATION CENTE",1,1,1,1
"1296","FL","Sarasota","SUNSET LAKE HEALTH AND REHABILITATION CENTER",13,3,4,3
"1297","FL","Sarasota","TARPON POINT NURSING AND REHABILITATION CENTER",3,NA,5,8
"1298","FL","Seminole","ADVENTHEALTH CARE CENTER APOPKA SOUTH",1,1,1,1
"1299","FL","Seminole","CONSULATE HEALTH CARE AT WEST ALTAMONTE",1,1,1,1
"1300","FL","Seminole","HEALTHCARE AND REHAB OF SANFORD",1,1,1,1
"1301","FL","Seminole","ISLAND LAKE CENTER",5,5,5,5
"1302","FL","Seminole","LIFE CARE CENTER OF ALTAMONTE SPRINGS",8,NA,8,8
"1303","FL","Seminole","VILLAGE ON THE GREEN",1,1,1,3
"1304","FL","St. Johns","CLYDE E LASSEN STATE VETERANS NURSING HOME",10,7,10,6
"1305","FL","St. Johns","MOULTRIE CREEK NURSING AND REHAB CENTER",1,1,1,1
"1306","FL","St. Johns","PONCE THERAPY CARE CENTER, THE",9,NA,1,NA
"1307","FL","St. Johns","SAMANTHA WILSON CARE CENTER",4,4,4,4
"1308","FL","St. Johns","VICAR'S LANDING NURSING HOME",1,NA,1,NA
"1309","FL","St. Johns","WESTMINSTER ST AUGUSTINE",1,1,1,1
"1310","FL","St. Lucie","EMERALD HEALTH CARE CENTER",16,2,11,2
"1311","FL","St. Lucie","GARDENS OF PORT ST LUCIE, THE",1,1,1,1
"1312","FL","St. Lucie","LIFE CARE CENTER OF PORT SAINT LUCIE",5,NA,6,NA
"1313","FL","St. Lucie","PALM GARDEN OF PORT SAINT LUCIE",9,9,9,9
"1314","FL","St. Lucie","SUNRISE CITY POST-ACUTE AND REHABILITATION CENTER",11,NA,13,1
"1315","FL","St. Lucie","TIFFANY HALL NURSING AND REHAB CENTER",2,2,2,2
"1316","FL","Sumter","CYPRESS CARE CENTER",4,2,4,2
"1317","FL","Suwannee","GOOD SAMARITAN CENTER",3,NA,4,NA
"1318","FL","Suwannee","SUWANNEE HEALTH AND REHABILITATION CENTER",39,2,39,41
"1319","FL","Taylor","MARSHALL HEALTH AND REHABILITATION CENTER",40,NA,37,NA
"1320","FL","Volusia","ALLIANCE HEALTH AND REHABILITATION CENTER",18,2,19,4
"1321","FL","Volusia","AVANTE AT ORMOND BEACH, INC",1,1,1,1
"1322","FL","Volusia","BISHOPS GLEN RETIREMENT CENTER",29,1,2,2
"1323","FL","Volusia","BRIDGEVIEW CENTER",14,1,14,10
"1324","FL","Volusia","COQUINA CENTER",14,1,13,11
"1325","FL","Volusia","DELTONA HEALTH CARE",6,NA,5,NA
"1326","FL","Volusia","EMORY L BENNETT MEMORIAL VETERANS NURSING HOME",26,3,24,36
"1327","FL","Volusia","GOOD SAMARITAN SOCIETY-DAYTONA",3,3,3,3
"1328","FL","Volusia","INDIGO MANOR",1,1,1,2
"1329","FL","Volusia","OCEAN VIEW NURSING & REHABILITATION CENTER, LLC",3,1,1,1
"1330","FL","Volusia","PARKSIDE HEALTH AND REHABILITATION CENTER",1,NA,NA,1
"1331","FL","Volusia","SANDALWOOD REHABILITATION AND NURSING CENTER",2,1,1,1
"1332","FL","Volusia","SEASIDE HEALTH AND REHABILITATION CENTER",25,1,25,2
"1333","FL","Volusia","SIGNATURE HEALTHCARE OF ORMOND",1,NA,1,NA
"1334","FL","Volusia","SOLARIS HEALTHCARE DAYTONA",3,3,3,3
"1335","FL","Volusia","UNIVERSITY EAST REHABILITATION CENTER",2,2,2,1
"1336","FL","Volusia","UNIVERSITY WEST REHABILITATION CENTER",26,1,27,1
"1337","FL","Wakulla","EDEN SPRINGS NURSING AND REHAB CENTER",1,1,1,1
"1338","FL","Walton","CHAUTAUQUA REHABILITATION AND NURSING CENTER",1,NA,1,2
"1339","FL","Walton","GRAND BOULEVARD HEALTH AND REHABILITATION CENTER",14,NA,14,3
"1340","FL","Washington","NORTHWEST FLORIDA COMMUNITY HOSPITAL (SNU)",17,1,14,1
"1341","FL","Washington","WASHINGTON REHABILITATION AND NURSING CENTER",1,1,1,1
"1342","GA","Appling","APPLING NURSING AND REHABILITATION PAVILION",34,NA,30,NA
"1343","GA","Bacon","TWIN OAKS CONVALESCENT CENTER",3,NA,3,NA
"1344","GA","Baldwin","BOSTICK NURSING CENTER",18,NA,19,NA
"1345","GA","Baldwin","CHAPLINWOOD NURSING HOME",6,2,7,3
"1346","GA","Baldwin","GREEN ACRES HEALTH AND REHABILITATION",2,2,2,2
"1347","GA","Bartow","CARTERSVILLE CENTER FOR NURSING AND HEALING",1,1,1,1
"1348","GA","Bartow","MAPLE RIDGE HEALTH CARE CENTER",16,1,21,NA
"1349","GA","Ben Hill","LIFE CARE CENTER",5,1,6,1
"1350","GA","Ben Hill","PRUITTHEALTH - FITZGERALD",15,NA,NA,NA
"1351","GA","Berrien","BERRIEN NURSING CENTER",43,NA,43,30
"1352","GA","Bibb","ARCHWAY TRANSITIONAL CARE CENTER",43,NA,43,37
"1353","GA","Bibb","CARLYLE PLACE",14,NA,14,NA
"1354","GA","Bibb","CHERRY BLOSSOM HEALTH AND REHABILITATION",1,NA,1,NA
"1355","GA","Bibb","EASTVIEW NURSING CENTER",41,2,38,13
"1356","GA","Bibb","FOUNTAIN BLUE REHAB AND NURSING",42,NA,43,21
"1357","GA","Bibb","MACON REHABILITATION AND HEALTHCARE",6,2,8,3
"1358","GA","Bibb","PRUITTHEALTH - EASTSIDE",7,NA,NA,NA
"1359","GA","Bibb","PRUITTHEALTH - MACON",6,NA,6,NA
"1360","GA","Bibb","PRUITTHEALTH - PEAKE",3,NA,NA,NA
"1361","GA","Bibb","ZEBULON PARK HEALTH AND REHABILITATION",40,NA,41,40
"1362","GA","Bleckley","BRYANT HEALTH AND REHABILITATION CENTER",43,1,41,1
"1363","GA","Brooks","PRESBYTERIAN HOME, QUITMAN, IN",36,2,31,19
"1364","GA","Bryan","BRYAN COUNTY HLTH & REHAB CTR",3,NA,1,34
"1365","GA","Bulloch","BROWN'S HEALTH & REHAB CENTER",3,1,3,5
"1366","GA","Bulloch","EAGLE HEALTH & REHABILITATION",18,1,16,1
