"","Provider.State","County","Provider.Name","Number_of_Available_Beds_by_Provider","Number.of.Ventilators.in.Facility_1","Number.of.Ventilators.in.Use.for.COVID.19_1","Ratio_of_available_vt"
"4866","IN","Lake","GREAT LAKES HEALTHCARE CENTER",1117,NA,NA,NA
"4867","IN","Lake","HAMMOND-WHITING CARE CENTER",1237,NA,NA,NA
"4868","IN","Lake","HEALTHCARE CENTER AT WITTENBERG VILLAGE",2246,NA,NA,NA
"4869","IN","Lake","LAKE COUNTY NURSING AND REHABILITATION CENTER",1713,NA,NA,NA
"4870","IN","Lake","LINCOLNSHIRE HEALTH & REHABILITATION CENTER",1154,NA,NA,NA
"4871","IN","Lake","LOWELL HEALTHCARE",444,NA,NA,NA
"4872","IN","Lake","MILLER'S MERRY MANOR",2987,NA,NA,NA
"4873","IN","Lake","MUNSTER MED-INN",2187,NA,NA,NA
"4874","IN","Lake","PARK PLACE HEALTH AND WELLNESS CENTER",248,NA,NA,NA
"4875","IN","Lake","REHABILITATION CENTER AT HARTSFIELD VILLAGE",1946,NA,NA,NA
"4876","IN","Lake","SAINT ANTHONY",2022,NA,NA,NA
"4877","IN","Lake","SEBO'S NURSING AND REHABILITATION CENTER",2021,NA,NA,NA
"4878","IN","Lake","SIMMONS LOVING CARE HEALTH FACILITY",844,NA,NA,NA
"4879","IN","Lake","SOUTH SHORE HEALTH & REHABILITATION CENTER",1213,NA,NA,NA
"4880","IN","Lake","SPRING MILL HEALTH CAMPUS",505,NA,NA,NA
"4881","IN","Lake","SYMPHONY OF CROWN POINT  LLC",1421,NA,NA,NA
"4882","IN","Lake","SYMPHONY OF DYER",1274,NA,NA,NA
"4883","IN","LaPorte","GOLDEN LIVING CENTER-FOUNTAINVIEW TERRACE",2066,NA,NA,NA
"4884","IN","LaPorte","GOLDEN LIVING CENTER-LAPORTE",1334,NA,NA,NA
"4885","IN","LaPorte","LIFE CARE CENTER OF MICHIGAN CITY",2070,NA,NA,NA
"4886","IN","LaPorte","MILLER'S HEALTH & REHAB BY MILLER'S MERRY MANOR",1507,NA,NA,NA
"4887","IN","Lawrence","CORE OF BEDFORD",308,NA,NA,NA
"4888","IN","Lawrence","GARDEN VILLA - BEDFORD",4080,NA,NA,NA
"4889","IN","Lawrence","MITCHELL MANOR",5316,NA,NA,NA
"4890","IN","Lawrence","STONEBRIDGE HEALTH CAMPUS",916,NA,NA,NA
"4891","IN","Lawrence","WESTVIEW NURSING AND REHABILITATION CENTER",1185,NA,NA,NA
"4892","IN","Lawrence","WHITE RIVER LODGE",1359,NA,NA,NA
"4893","IN","Madison","ALEXANDRIA CARE CENTER",1359,NA,NA,NA
"4894","IN","Madison","BETHANY POINTE HEALTH CAMPUS",1668,NA,NA,NA
"4895","IN","Madison","COUNTRYSIDE MANOR HEALTH & LIVING COMMUNITY",1983,NA,NA,NA
"4896","IN","Madison","EDGEWATER WOODS",520,NA,NA,NA
"4897","IN","Madison","ELWOOD HEALTH AND LIVING",1626,NA,NA,NA
"4898","IN","Madison","LINDBERG CROSSING SENIOR LIVING",2337,NA,NA,NA
"4899","IN","Madison","MILLER'S MERRY MANOR",926,NA,NA,NA
"4900","IN","Madison","NORTHVIEW HEALTH AND LIVING",1579,NA,NA,NA
"4901","IN","Madison","PROVIDENCE ANDERSON",3099,NA,NA,NA
"4902","IN","Madison","RAWLINS HOUSE HEALTH & LIVING COMMUNITY",1086,NA,NA,NA
"4903","IN","Madison","SUMMIT HEALTH AND LIVING",686,NA,NA,NA
"4904","IN","Marion","ALLISON POINTE HEALTHCARE CENTER",691,645,189,0.293
"4905","IN","Marion","ALTENHEIM HEALTH & LIVING COMMUNITY",723,NA,NA,NA
"4906","IN","Marion","AMERICAN VILLAGE",1711,NA,NA,NA
"4907","IN","Marion","ARLINGTON PLACE HEALTH CAMPUS",1612,NA,NA,NA
"4908","IN","Marion","BEECH GROVE MEADOWS",2058,NA,NA,NA
"4909","IN","Marion","BETHANY VILLAGE",576,NA,NA,NA
"4910","IN","Marion","CASTLETON HEALTH CARE CENTER",3383,NA,NA,NA
"4911","IN","Marion","CLEARVISTA LAKE HEALTH CAMPUS",1151,NA,NA,NA
"4912","IN","Marion","COMMUNITY NURSING AND REHABILITATION CENTER",2102,NA,NA,NA
"4913","IN","Marion","CREEKSIDE HEALTH AND REHABILITATION CENTER",968,NA,NA,NA
"4914","IN","Marion","DECATUR TOWNSHIP CENTER",1695,NA,NA,NA
"4915","IN","Marion","EAGLE CREEK HEALTHCARE CENTER",679,NA,NA,NA
"4916","IN","Marion","EAGLE VALLEY MEADOWS",1435,NA,NA,NA
"4917","IN","Marion","EVERGREEN CROSSING AND THE LOFTS",728,NA,NA,NA
"4918","IN","Marion","FAIRWAY VILLAGE",756,NA,NA,NA
"4919","IN","Marion","FOREST CREEK VILLAGE",2010,NA,NA,NA
"4920","IN","Marion","FORUM AT THE CROSSING",2081,NA,NA,NA
"4921","IN","Marion","GOLDEN LIVING CENTER-BROOKVIEW",2515,0,0,NA
"4922","IN","Marion","GOLDEN LIVING CENTER-INDIANAPOLIS",1001,NA,NA,NA
"4923","IN","Marion","GOLDEN LIVING CENTER - WILLOW SPRINGS",2607,5,5,1
"4924","IN","Marion","HARCOURT TERRACE NURSING AND REHABILITATION",1514,NA,NA,NA
"4925","IN","Marion","HARRISON TERRACE",1998,NA,NA,NA
"4926","IN","Marion","HOMESTEAD HEALTHCARE CENTER",2144,NA,NA,NA
"4927","IN","Marion","HOOSIER VILLAGE",583,NA,NA,NA
"4928","IN","Marion","HOOVERWOOD",1309,NA,NA,NA
"4929","IN","Marion","LAKEVIEW MANOR",3568,NA,NA,NA
"4930","IN","Marion","MANORCARE HEALTH SERVICES",2540,NA,NA,NA
"4931","IN","Marion","MARQUETTE",901,NA,NA,NA
"4932","IN","Marion","MERIDIAN NURSING AND REHABILITATION CENTER",648,NA,NA,NA
"4933","IN","Marion","MILLER'S MERRY MANOR",1898,NA,NA,NA
"4934","IN","Marion","MILLER'S SENIOR LIVING COMMUNITY",2404,NA,NA,NA
"4935","IN","Marion","NORTH CAPITOL NURSING & REHABILITATION CENTER",1610,645,0,0
"4936","IN","Marion","NORTHWEST MANOR HEALTH CARE CENTER",2036,NA,NA,NA
"4937","IN","Marion","ROBIN RUN HEALTH CENTER",1324,NA,NA,NA
"4938","IN","Marion","ROSEGATE VILLAGE",807,NA,NA,NA
"4939","IN","Marion","ROSEWALK VILLAGE",2128,NA,NA,NA
"4940","IN","Marion","RURAL HEALTH CARE CENTER",479,NA,NA,NA
"4941","IN","Marion","SOUTHPOINTE HEALTHCARE CENTER",586,NA,NA,NA
"4942","IN","Marion","SPRING MILL MEADOWS",2580,NA,NA,NA
"4943","IN","Marion","ST AUGUSTINE HOME FOR THE AGED",305,NA,NA,NA
"4944","IN","Marion","ST PAUL HERMITAGE",1797,NA,NA,NA
"4945","IN","Marion","TRANQUILITY NURSING AND REHAB",1699,106,4,0.038
"4946","IN","Marion","UNIVERSITY HEIGHTS HEALTH AND LIVING COMMUNITY",1714,NA,NA,NA
"4947","IN","Marion","WASHINGTON HEALTHCARE CENTER",1863,NA,NA,NA
"4948","IN","Marion","WATERS OF INDIANAPOLIS, THE",987,NA,NA,NA
"4949","IN","Marion","WELLBROOKE OF AVON",1107,NA,NA,NA
"4950","IN","Marion","WESTMINSTER VILLAGE NORTH",2365,NA,NA,NA
"4951","IN","Marion","WESTPARK A WATERS COMMUNITY",2678,NA,NA,NA
"4952","IN","Marion","WESTSIDE RETIREMENT VILLAGE",2535,NA,NA,NA
"4953","IN","Marion","WILDWOOD HEALTHCARE CENTER",1802,NA,NA,NA
"4954","IN","Marshall","CATHERINE KASPER HOME",710,NA,NA,NA
"4955","IN","Marshall","MILLER'S MERRY MANOR",4508,NA,NA,NA
"4956","IN","Marshall","SIGNATURE HEALTHCARE OF BREMEN",684,NA,NA,NA
"4957","IN","Martin","LOOGOOTEE HEALTHCARE & REHABILITATION CENTER",1943,NA,NA,NA
"4958","IN","Martin","LOOGOOTEE NURSING CENTER",1304,NA,NA,NA
"4959","IN","Miami","APERION CARE PERU",454,NA,NA,NA
"4960","IN","Miami","BLAIR RIDGE HEALTH CAMPUS",511,NA,NA,NA
"4961","IN","Miami","HICKORY CREEK AT PERU",115,NA,NA,NA
"4962","IN","Miami","MILLER'S MERRY MANOR",3020,NA,NA,NA
"4963","IN","Monroe","BELL TRACE HEALTH AND LIVING CENTER",695,NA,NA,NA
"4964","IN","Monroe","GARDEN VILLA - BLOOMINGTON",3438,NA,NA,NA
"4965","IN","Monroe","GOLDEN LIVING CENTER-BLOOMINGTON",1962,NA,NA,NA
"4966","IN","Monroe","HEARTHSTONE HEALTH CAMPUS",526,NA,NA,NA
"4967","IN","Monroe","MEADOWOOD HEALTH PAVILION",1288,NA,NA,NA
"4968","IN","Monroe","RICHLAND BEAN BLOSSOM HEALTH CARE CENTER",1511,NA,NA,NA
"4969","IN","Monroe","STONECROFT HEALTH CAMPUS",1357,NA,NA,NA
"4970","IN","Montgomery","BEN HUR HEALTH AND REHABILITATION",1858,NA,NA,NA
"4971","IN","Montgomery","HICKORY CREEK AT CRAWFORDSVILLE",329,NA,NA,NA
"4972","IN","Montgomery","LANE HOUSE, THE",691,NA,NA,NA
"4973","IN","Montgomery","WELLBROOKE OF CRAWFORDSVILLE",760,NA,NA,NA
"4974","IN","Morgan","GRAND VALLEY  HEALTH & REHAB",1200,NA,NA,NA
"4975","IN","Morgan","MEADOW LAKES",1595,NA,NA,NA
"4976","IN","Morgan","MILLER'S MERRY MANOR",1665,NA,NA,NA
"4977","IN","Morgan","MORGANTOWN HEALTH CARE",355,NA,NA,NA
"4978","IN","Morgan","SPRINGS OF MOORESVILLE, THE",1388,NA,NA,NA
"4979","IN","Morgan","WATERS OF MARTINSVILLE, THE",1938,NA,NA,NA
"4980","IN","Newton","GEORGE ADE MEMORIAL HEALTH CARE CENTER",769,NA,NA,NA
"4981","IN","Noble","AVALON VILLAGE",874,NA,NA,NA
"4982","IN","Noble","HICKORY CREEK AT KENDALLVILLE",850,NA,NA,NA
"4983","IN","Noble","KENDALLVILLE MANOR",1521,NA,NA,NA
"4984","IN","Noble","LUTHERAN LIFE VILLAGES",690,NA,NA,NA
"4985","IN","Noble","NORTH RIDGE VILLAGE NURSING & REHABILITATION CENTE",1981,NA,NA,NA
"4986","IN","Noble","ORCHARD POINTE HEALTH CAMPUS",512,NA,NA,NA
"4987","IN","Noble","SACRED HEART VILLAGE",2501,NA,NA,NA
"4988","IN","Ohio","WATERS OF RISING SUN, THE",953,NA,NA,NA
"4989","IN","Orange","PAOLI HEALTH AND LIVING COMMUNITY",1400,NA,NA,NA
"4990","IN","Orange","SPRINGS VALLEY MEADOWS",434,NA,NA,NA
"4991","IN","Owen","MCCORMICK'S CREEK REHABILITATION AND HEALTHCARE",593,NA,NA,NA
"4992","IN","Owen","OWEN VALLEY HEALTH CAMPUS",1409,NA,NA,NA
"4993","IN","Perry","GOLDEN LIVING CENTER-LINCOLN HILLS",945,NA,NA,NA
"4994","IN","Perry","OAKWOOD HEALTH CAMPUS",1797,NA,NA,NA
"4995","IN","Pike","AMBER MANOR CARE CENTER",796,NA,NA,NA
"4996","IN","Pike","GOLDEN LIVING CENTER-PETERSBURG",1890,NA,NA,NA
"4997","IN","Porter","ADDISON POINTE HEALTH & REHABILITATION CENTER",796,NA,NA,NA
"4998","IN","Porter","AVALON SPRINGS HEALTH CAMPUS",764,NA,NA,NA
"4999","IN","Porter","CHESTERTON MANOR",1481,NA,NA,NA
"5000","IN","Porter","GOLDEN LIVING CENTER-FOUNTAINVIEW PLACE",2184,NA,NA,NA
"5001","IN","Porter","GOLDEN LIVING CENTER-VALPARAISO",632,NA,NA,NA
"5002","IN","Porter","LIFE CARE CENTER OF THE WILLOWS",1334,NA,NA,NA
"5003","IN","Porter","LIFE CARE CENTER OF VALPARAISO",1073,NA,NA,NA
"5004","IN","Porter","MILLER'S MERRY MANOR",1446,NA,NA,NA
"5005","IN","Porter","SYMPHONY OF CHESTERTON LLC",695,NA,NA,NA
"5006","IN","Porter","VALPARAISO CARE & REHABILITATION",1747,1505,9,0.006
"5007","IN","Posey","MOUNT VERNON NURSING AND REHABILITATION",555,NA,NA,NA
"5008","IN","Pulaski","HICKORY CREEK AT WINAMAC",371,NA,NA,NA
"5009","IN","Pulaski","PARKVIEW HAVEN",405,NA,NA,NA
"5010","IN","Pulaski","PULASKI HEALTH CARE CENTER",1013,NA,NA,NA
"5011","IN","Putnam","ASBURY TOWERS HEALTH CARE CENTER",510,NA,NA,NA
"5012","IN","Putnam","HICKORY CREEK AT SUNSET",953,NA,NA,NA
"5013","IN","Putnam","MILL POND HEALTH CAMPUS",1022,NA,NA,NA
"5014","IN","Putnam","SUMMERFIELD HEALTH CARE CENTER",197,NA,NA,NA
"5015","IN","Putnam","WATERS OF GREENCASTLE, THE",1988,NA,NA,NA
"5016","IN","Randolph","PARKER HEALTH CARE & REHABILITATION CENTER",447,NA,NA,NA
"5017","IN","Randolph","PINEKNOLL REHABILITATION CENTRE",585,NA,NA,NA
"5018","IN","Randolph","RANDOLPH NURSING HOME",848,NA,NA,NA
"5019","IN","Ripley","MANDERLEY HEALTH CARE CENTER",1126,NA,NA,NA
"5020","IN","Ripley","RIPLEY CROSSING",878,NA,NA,NA
"5021","IN","Ripley","SILVER MEMORIES HEALTH CARE",126,NA,NA,NA
"5022","IN","Ripley","ST ANDREWS HEALTH CAMPUS",849,NA,NA,NA
"5023","IN","Ripley","WATERS OF BATESVILLE, THE",1325,NA,NA,NA
"5024","IN","Rush","FLATROCK RIVER LODGE",1120,NA,NA,NA
"5025","IN","Rush","MILLER'S MERRY MANOR",1668,NA,NA,NA
"5026","IN","Scott","HAMPTON OAKS HEALTH CAMPUS",701,NA,NA,NA
"5027","IN","Scott","HICKORY CREEK AT SCOTTSBURG",151,NA,NA,NA
"5028","IN","Scott","LAKE POINTE VILLAGE",488,NA,NA,NA
"5029","IN","Scott","WATERS OF SCOTTSBURG, THE",1065,NA,NA,NA
"5030","IN","Shelby","ASHFORD PLACE HEALTH CAMPUS",817,NA,NA,NA
"5031","IN","Shelby","ESPECIALLY KIDZ HEALTH & REHAB",116,265,0,0
"5032","IN","Shelby","HERITAGE HOUSE OF SHELBYVILLE",3317,NA,NA,NA
"5033","IN","Shelby","MORRISTOWN MANOR",956,NA,NA,NA
"5034","IN","Shelby","WALDRON REHABILITATION AND HEALTHCARE CENTER",1323,NA,NA,NA
"5035","IN","Spencer","CORE OF DALE",573,NA,NA,NA
"5036","IN","Spencer","MILLER'S MERRY MANOR",856,NA,NA,NA
"5037","IN","Spencer","WILLOWDALE VILLAGE",927,NA,NA,NA
"5038","IN","St. Joseph","BELLTOWER HEALTH & REHABILITATION CENTER",1209,NA,NA,NA
"5039","IN","St. Joseph","BRIARCLIFF HEALTH & REHABILITATION CENTER",2228,NA,NA,NA
"5040","IN","St. Joseph","CARDINAL NURSING AND REHABILITATION CENTER",2293,NA,NA,NA
"5041","IN","St. Joseph","CREEKSIDE VILLAGE",941,NA,NA,NA
"5042","IN","St. Joseph","GOLDEN LIVING CENTER-FOUNTAINVIEW",1987,NA,NA,NA
"5043","IN","St. Joseph","GOLDEN LIVING CENTER-MISHAWAKA",526,NA,NA,NA
"5044","IN","St. Joseph","HEALTHWIN",2084,NA,NA,NA
"5045","IN","St. Joseph","HOLY CROSS VILLAGE AT NOTRE DAME INC",2426,NA,NA,NA
"5046","IN","St. Joseph","MILLER'S MERRY MANOR",3019,NA,NA,NA
"5047","IN","St. Joseph","MILTON HOME, THE",820,NA,NA,NA
"5048","IN","St. Joseph","SANCTUARY AT HOLY CROSS",3211,NA,NA,NA
"5049","IN","St. Joseph","SIGNATURE HEALTHCARE OF SOUTH BEND",2563,NA,NA,NA
"5050","IN","St. Joseph","SOUTHFIELD VILLAGE",331,NA,NA,NA
"5051","IN","St. Joseph","SPRENGER HEALTH CARE OF MISHAWAKA",933,NA,NA,NA
"5052","IN","St. Joseph","TRAILPOINT VILLAGE",2986,860,2,0.002
"5053","IN","St. Joseph","WELLBROOKE OF SOUTH BEND",1062,NA,NA,NA
"5054","IN","St. Joseph","WEST BEND NURSING AND REHABILITATION",3904,NA,NA,NA
"5055","IN","Starke","GOLDEN LIVING CENTER-KNOX",785,NA,NA,NA
"5056","IN","Starke","WINTERSONG VILLAGE",543,NA,NA,NA
"5057","IN","Steuben","LAKELAND REHAB AND HEALTHCARE CENTER",1427,NA,NA,NA
"5058","IN","Sullivan","BRECKENRIDGE HEALTH & REHABILITATION",926,NA,NA,NA
"5059","IN","Sullivan","MILLER'S MERRY MANOR",1632,NA,NA,NA
"5060","IN","Switzerland","SWISS VILLA NURSING AND REHABILITATION",875,NA,NA,NA
"5061","IN","Tippecanoe","CREASY SPRINGS HEALTH CAMPUS",585,NA,NA,NA
"5062","IN","Tippecanoe","CUMBERLAND POINTE HEALTH CAMPUS",625,NA,NA,NA
"5063","IN","Tippecanoe","HERITAGE HEALTHCARE",2335,NA,NA,NA
"5064","IN","Tippecanoe","INDIANA VETERANS HOME",6614,NA,NA,NA
"5065","IN","Tippecanoe","ROSEWALK VILLAGE AT LAFAYETTE",1583,NA,NA,NA
"5066","IN","Tippecanoe","SAINT ANTHONY REHAB AND NURSING CENTER",2076,NA,NA,NA
"5067","IN","Tippecanoe","SIGNATURE HEALTHCARE OF LAFAYETTE",1636,NA,NA,NA
"5068","IN","Tippecanoe","SPRINGS AT LAFAYETTE, THE",1158,NA,NA,NA
"5069","IN","Tippecanoe","ST MARY HEALTHCARE CENTER",868,NA,NA,NA
"5070","IN","Tippecanoe","UNIVERSITY PLACE HEALTH CENTER AND ASSISTED LIVING",216,NA,NA,NA
"5071","IN","Tipton","MILLER'S MERRY MANOR",2207,NA,NA,NA
"5072","IN","Union","WHITEWATER COMMONS SENIOR LIVING",1388,NA,NA,NA
"5073","IN","Vanderburgh","BETHEL MANOR",490,NA,NA,NA
"5074","IN","Vanderburgh","BRAUN'S NURSING HOME",1360,NA,NA,NA
"5075","IN","Vanderburgh","COLUMBIA HEALTHCARE CENTER",2936,NA,NA,NA
"5076","IN","Vanderburgh","EVANSVILLE PROTESTANT HOME INC",1293,NA,NA,NA
"5077","IN","Vanderburgh","GOLDEN LIVING CENTER-BRENTWOOD",1446,NA,NA,NA
"5078","IN","Vanderburgh","GOLDEN LIVING CENTER-WOODBRIDGE",563,NA,NA,NA
"5079","IN","Vanderburgh","GOOD SAMARITAN HOME HEALTH CENTER AND RESIDENTIAL",4372,NA,NA,NA
"5080","IN","Vanderburgh","HERITAGE CENTER",1670,NA,NA,NA
"5081","IN","Vanderburgh","NORTH PARK NURSING CENTER",787,NA,NA,NA
"5082","IN","Vanderburgh","NORTH RIVER HEALTH CAMPUS",657,NA,NA,NA
"5083","IN","Vanderburgh","PARK TERRACE VILLAGE",1243,NA,NA,NA
"5084","IN","Vanderburgh","PARKVIEW CARE CENTER",1444,NA,NA,NA
"5085","IN","Vanderburgh","RIVER BEND NURSING AND REHABILITATION",1316,NA,NA,NA
"5086","IN","Vanderburgh","RIVER POINTE HEALTH CAMPUS",975,NA,NA,NA
"5087","IN","Vanderburgh","TERRACE AT SOLARBRON THE",578,NA,NA,NA
"5088","IN","Vanderburgh","UNIVERSITY NURSING AND REHABILITATION CENTER",168,NA,NA,NA
"5089","IN","Vanderburgh","WEST RIVER HEALTH CAMPUS",971,NA,NA,NA
"5090","IN","Vermillion","CLINTON GARDENS",1083,NA,NA,NA
"5091","IN","Vermillion","VERMILLION CONVALESCENT CENTER",2543,NA,NA,NA
"5092","IN","Vigo","COBBLESTONE CROSSINGS HEALTH CAMPUS",772,NA,NA,NA
"5093","IN","Vigo","HARRISON'S CROSSING HEALTH CAMPUS",1325,NA,NA,NA
"5094","IN","Vigo","MEADOWS MANOR EAST",1642,NA,NA,NA
"5095","IN","Vigo","MEADOWS MANOR NORTH",2048,NA,NA,NA
"5096","IN","Vigo","PROVIDENCE HEALTH CARE CENTER",483,265,71,0.268
"5097","IN","Vigo","SIGNATURE HEALTHCARE OF TERRE HAUTE",1819,NA,NA,NA
"5098","IN","Vigo","SOUTHWOOD HEALTHCARE CENTER",442,NA,NA,NA
"5099","IN","Vigo","SPRINGHILL VILLAGE",1076,NA,NA,NA
"5100","IN","Vigo","WESTMINSTER VILLAGE HEALTH & REHAB",1174,NA,NA,NA
"5101","IN","Vigo","WESTRIDGE HEALTH CARE CENTER",1242,NA,NA,NA
"5102","IN","Wabash","AUTUMN RIDGE REHABILITATION CENTRE",855,NA,NA,NA
"5103","IN","Wabash","MILLER'S MERRY MANOR",1442,NA,NA,NA
"5104","IN","Wabash","PEABODY RETIREMENT COMMUNITY",1632,NA,NA,NA
"5105","IN","Wabash","ROLLING MEADOWS HEALTH CARE CENTER",1682,NA,NA,NA
"5106","IN","Wabash","TIMBERCREST CHURCH OF THE BRETHREN HOME",6574,NA,NA,NA
"5107","IN","Wabash","VERNON HEALTH & REHABILITATION",2669,NA,NA,NA
"5108","IN","Wabash","WELLBROOKE OF WABASH",1123,NA,NA,NA
"5109","IN","Warren","WILLIAMSPORT NURSING AND REHABILITATION",1255,NA,NA,NA
"5110","IN","Warrick","CYPRESS GROVE REHABILITATION CENTER",715,NA,NA,NA
"5111","IN","Warrick","GOLDEN LIVING CENTER-WOODLANDS",980,NA,NA,NA
"5112","IN","Warrick","HAMILTON POINTE HEALTH AND REHAB",1908,NA,NA,NA
"5113","IN","Warrick","NEWBURGH HEALTH CARE",1149,NA,NA,NA
"5114","IN","Warrick","SIGNATURE HEALTHCARE OF NEWBURGH",2291,NA,NA,NA
"5115","IN","Warrick","TRANSCENDENT HEALTHCARE OF BOONVILLE",1074,NA,NA,NA
"5116","IN","Warrick","TRANSCENDENT HEALTHCARE OF BOONVILLE - NORTH",448,NA,NA,NA
"5117","IN","Warrick","WOODMONT HEALTH CAMPUS",886,NA,NA,NA
"5118","IN","Washington","MEADOW VIEW HEALTH AND REHABILITATION",983,NA,NA,NA
"5119","IN","Washington","SALEM CROSSING",499,NA,NA,NA
"5120","IN","Wayne","AMBASSADOR HEALTHCARE",1957,772,0,0
"5121","IN","Wayne","ARBOR TRACE HEALTH & LIVING COMMUNITY",463,NA,NA,NA
"5122","IN","Wayne","FOREST PARK HEALTH CAMPUS",939,NA,NA,NA
"5123","IN","Wayne","GOLDEN LIVING CENTER-GOLDEN RULE",3809,NA,NA,NA
"5124","IN","Wayne","GOLDEN LIVING CENTER-RICHMOND",1841,NA,NA,NA
"5125","IN","Wayne","HERITAGE HOUSE OF RICHMOND",1227,NA,NA,NA
"5126","IN","Wayne","ROSEBUD VILLAGE",790,NA,NA,NA
"5127","IN","Wayne","SPRINGS OF RICHMOND, THE",1364,NA,NA,NA
"5128","IN","Wells","BLUFFTON REGIONAL MEDICAL CENTER CARE CENTER",176,NA,NA,NA
"5129","IN","Wells","CHRISTIAN CARE RETIREMENT COMMUNITY",623,NA,NA,NA
"5130","IN","Wells","MARKLE HEALTH & REHABILITATION",911,NA,NA,NA
"5131","IN","Wells","OSSIAN HEALTH CARE AND REHABILITATION CENTER",949,NA,NA,NA
"5132","IN","Wells","RIVER TERRACE HEALTH CARE CENTER",170,NA,NA,NA
"5133","IN","Wells","SIGNATURE HEALTHCARE OF BLUFFTON",505,NA,NA,NA
"5134","IN","White","MONTICELLO HEALTHCARE",2053,NA,NA,NA
"5135","IN","White","WHITE OAK HEALTH CAMPUS",927,NA,NA,NA
"5136","IN","Whitley","MILLER'S AT OAK POINTE",2022,NA,NA,NA
"5137","IN","Whitley","MILLER'S MERRY MANOR",1969,NA,NA,NA
"5138","KS","Allen","MORAN MANOR",903,NA,NA,NA
"5139","KS","Allen","WINDSOR PLACE AT IOLA LLC",277,NA,NA,NA
"5140","KS","Anderson","ANDERSON COUNTY HOSPITAL LTCU",262,NA,NA,NA
"5141","KS","Anderson","PARKVIEW HEIGHTS",535,NA,NA,NA
"5142","KS","Atchison","ATCHISON SENIOR VILLAGE",531,NA,NA,NA
"5143","KS","Atchison","DOOLEY CENTER",323,NA,NA,NA
"5144","KS","Atchison","MEDICALODGES ATCHISON",579,NA,NA,NA
"5145","KS","Barber","KIOWA HOSPITAL DISTRICT MANOR",376,NA,NA,NA
"5146","KS","Barton","AZRIA HEALTH WOODHAVEN",889,NA,NA,NA
"5147","KS","Barton","GREAT BEND HEALTH & REHAB CENTER",320,NA,NA,NA
"5148","KS","Barton","MEDICALODGES GREAT BEND",477,NA,NA,NA
"5149","KS","Bourbon","MEDICALODGES FORT SCOTT",706,NA,NA,NA
"5150","KS","Brown","MAPLE HEIGHTS NURSING & REHABILITATION CENTER",1224,NA,NA,NA
"5151","KS","Brown","MISSION VILLAGE LIVING CENTER, INC",227,NA,NA,NA
"5152","KS","Butler","EL DORADO CARE AND REHAB",789,NA,NA,NA
"5153","KS","Butler","FOUNTAINVIEW NURSING & REHAB CENTER",564,NA,NA,NA
"5154","KS","Butler","LAKEPOINT AUGUSTA, LLC",1637,NA,NA,NA
"5155","KS","Butler","LAKEPOINT EL DORADO, LLC",594,NA,NA,NA
"5156","KS","Butler","LIFE CARE CENTER OF ANDOVER",3370,NA,NA,NA
"5157","KS","Butler","VICTORIA FALLS",401,NA,NA,NA
"5158","KS","Butler","WHEAT STATE MANOR",933,NA,NA,NA
"5159","KS","Chase","CHASE COUNTY CARE AND REHAB",767,NA,NA,NA
"5160","KS","Chautauqua","PLEASANT VALLEY MANOR",1089,NA,NA,NA
"5161","KS","Cherokee","GALENA NURSING & REHAB CENTER",924,NA,NA,NA
"5162","KS","Cherokee","MEDICALODGES COLUMBUS",864,NA,NA,NA
"5163","KS","Cherokee","QUAKER HILL MANOR",1038,NA,NA,NA
"5164","KS","Cheyenne","CHEYENNE COUNTY VILLAGE INC",189,NA,NA,NA
"5165","KS","Clark","MINNEOLA DISTRICT HOSPITAL LTCU",401,NA,NA,NA
"5166","KS","Clay","CLAY CENTER PRESBYTERIAN MANOR",316,NA,NA,NA
"5167","KS","Clay","MEDICALODGES CLAY CENTER",858,NA,NA,NA
"5168","KS","Clay","WAKEFIELD CARE AND REHAB",202,NA,NA,NA
"5169","KS","Cloud","MOUNT JOSEPH SENIOR VILLAGE LLC",1073,NA,NA,NA
"5170","KS","Cloud","PARK VILLA",222,NA,NA,NA
"5171","KS","Cloud","SUNSET HOME INC",725,NA,NA,NA
"5172","KS","Cloud","THE NICOL HOME",45,NA,NA,NA
"5173","KS","Coffey","COFFEY COUNTY HOSPITAL LTCU",421,NA,NA,NA
"5174","KS","Coffey","LIFE CARE CENTER OF BURLINGTON",869,NA,NA,NA
"5175","KS","Comanche","PIONEER LODGE",160,NA,NA,NA
"5176","KS","Comanche","PROTECTION VALLEY MANOR",271,NA,NA,NA
"5177","KS","Cowley","ARKANSAS CITY PRESBYTERIAN MANOR",820,NA,NA,NA
"5178","KS","Cowley","CUMBERNAULD VILLAGE",237,NA,NA,NA
"5179","KS","Cowley","KANSAS VETERANS HOME",2684,NA,NA,NA
"5180","KS","Cowley","MEDICALODGES ARKANSAS CITY",321,NA,NA,NA
"5181","KS","Cowley","WINFIELD REST HAVEN II, LLC",659,NA,NA,NA
"5182","KS","Cowley","WINFIELD SENIOR LIVING COMMUNITY",709,NA,NA,NA
"5183","KS","Crawford","ARMA OPERATOR, LLC",138,NA,NA,NA
"5184","KS","Crawford","MEDICALODGES FRONTENAC",1155,NA,NA,NA
"5185","KS","Crawford","MEDICALODGES GIRARD",766,NA,NA,NA
"5186","KS","Crawford","MEDICALODGES PITTSBURG",552,NA,NA,NA
"5187","KS","Crawford","PITTSBURG OPERATOR  LLC",1011,NA,NA,NA
