incident_name,incident_is_final,incident_date_last_update,Month,Year,incident_counties,incident_county,incident_acres_burned,incident_containment,incident_control,incident_cooperating_agencies,incident_longitude,incident_latitude,incident_type,incident_id,incident_url,incident_date_extinguished,incident_dateonly_extinguished,incident_dateonly_created,is_active,calfire_incident,notification_desired,State
Lucy Fire,TRUE,2018-01-09T10:33:00Z,6,2017,San Luis Obispo,San Luis Obispo,150,100,,CAL FIRE San Luis Obispo Unit,-120.3187,35.6871,,1c51deff-5b43-4f54-8acc-a682f830815a,https://www.fire.ca.gov/incidents/2017/6/14/lucy-fire/,2018-01-09T10:33:00Z,09/01/18,14/06/17,N,TRUE,FALSE,CA
Westfall Fire,TRUE,2018-01-09T10:33:00Z,6,2017,Mariposa,Mariposa,63,100,,CAL FIRE Madera-Mariposa-Merced Unit,-120.0088,37.36914,,1dfae538-fd95-4454-865d-3d74e4b56665,https://www.fire.ca.gov/incidents/2017/6/15/westfall-fire/,2018-01-09T10:33:00Z,09/01/18,15/06/17,N,TRUE,FALSE,CA
Canyon Fire,TRUE,2018-01-09T10:33:00Z,6,2017,Riverside,Riverside,105,100,,CAL FIRE / Riverside County Fire,-116.884446,33.950382,,380df891-161a-44c7-a244-d7dda9d5fd32,https://www.fire.ca.gov/incidents/2017/6/15/canyon-fire/,2018-01-09T10:33:00Z,09/01/18,15/06/17,N,TRUE,FALSE,CA
Nuevo Fire,TRUE,2018-01-09T10:33:00Z,6,2017,Riverside,Riverside,28,100,,CAL FIRE/Riverside County Fire,-117.11659,33.79925,,57b7776f-bae7-4b14-b94c-65806e002a88,https://www.fire.ca.gov/incidents/2017/6/15/nuevo-fire/,2018-01-09T10:33:00Z,09/01/18,15/06/17,N,TRUE,FALSE,CA
Skyway Fire,TRUE,2018-01-09T10:34:00Z,6,2017,Butte,Butte,134,100,,CAL FIRE / Butte County Fire,-121.75417,39.69717,,a2d42b3a-32a4-4b57-a8c2-91e5d046bbb6,https://www.fire.ca.gov/incidents/2017/6/16/skyway-fire/,2018-01-09T10:34:00Z,09/01/18,16/06/17,N,TRUE,FALSE,CA
Springs Fire,TRUE,2018-01-09T10:34:00Z,6,2017,Riverside,Riverside,10,100,,CAL FIRE/Riverside County Fire,33.939428,117.138741,,0089929d-0b52-46fe-8982-b096b7616f30,https://www.fire.ca.gov/incidents/2017/6/16/springs-fire/,2018-01-09T10:34:00Z,09/01/18,16/06/17,N,TRUE,FALSE,CA
Shore Fire,TRUE,2018-01-09T10:34:00Z,6,2017,Monterey,Monterey,32,100,,CAL FIRE San Benito-Monterey Unit,-120.93371,35.90092,,7cae5704-9ba2-487c-a48b-bb440c95da6e,https://www.fire.ca.gov/incidents/2017/6/16/shore-fire/,2018-01-09T10:34:00Z,09/01/18,16/06/17,N,TRUE,FALSE,CA
Lake Fire,TRUE,2018-01-09T10:34:00Z,6,2017,Los Angeles,Los Angeles,800,100,,Unified Command LA County Fire and USFS,-118.60703,34.55607,,c982daaa-a785-4dfc-a366-1950974028af,https://www.fire.ca.gov/incidents/2017/6/17/lake-fire/,2018-01-09T10:34:00Z,09/01/18,17/06/17,N,FALSE,FALSE,CA
Bolla Fire,TRUE,2018-01-09T10:35:00Z,6,2017,Tehama,Tehama,60,100,,CAL FIRE Tehama-Glenn Unit,-122.83208,40.32063,,ffb57bcc-80f7-4299-bfcf-c9be3b66d5ff,https://www.fire.ca.gov/incidents/2017/6/18/bolla-fire/,2018-01-09T10:35:00Z,09/01/18,18/06/17,N,TRUE,FALSE,CA
Lambs Fire,TRUE,2018-01-09T10:35:00Z,6,2017,Riverside,Riverside,10,100,,CAL FIRE / Riverside County Fire,-116.9669,33.90965,,294c531a-3299-4038-baa8-c2a92d38d10a,https://www.fire.ca.gov/incidents/2017/6/18/lambs-fire/,2018-01-09T10:35:00Z,09/01/18,18/06/17,N,TRUE,FALSE,CA
Smiley Fire,TRUE,2018-01-09T10:46:00Z,6,2017,Riverside,Riverside,153,100,,CAL FIRE / Riverside County Fire,-117.21314,33.98639,,54bad310-3a96-4019-b64d-61d00c559e6c,https://www.fire.ca.gov/incidents/2017/6/18/smiley-fire/,2018-01-09T10:46:00Z,09/01/18,18/06/17,N,TRUE,FALSE,CA
Road Fire,TRUE,2018-01-09T10:35:00Z,6,2017,Madera,Madera,25,100,,Madera County Fire,-119.95136,37.02081,,b3695ebc-e761-4577-8439-6330bed36594,https://www.fire.ca.gov/incidents/2017/6/18/road-fire/,2018-01-09T10:35:00Z,09/01/18,18/06/17,N,TRUE,FALSE,CA
Highway Fire,TRUE,2018-01-09T10:41:00Z,6,2017,Kern,Kern,1522,100,,Sequoia National Forest,-118.66733,35.53456,,1b01181e-fbcb-4dc4-86ec-cfddc864cc34,https://www.fire.ca.gov/incidents/2017/6/18/highway-fire/,2018-01-09T10:41:00Z,09/01/18,18/06/17,N,FALSE,FALSE,CA
Trellis Fire,TRUE,2018-01-09T10:59:00Z,6,2017,Riverside,Riverside,26,100,,CAL FIRE / Riverside County Fire,-117.31924,33.71025,,bfa879b5-b526-4114-9137-51d3ea3ad336,https://www.fire.ca.gov/incidents/2017/6/18/trellis-fire/,2018-01-09T10:59:00Z,09/01/18,18/06/17,N,TRUE,FALSE,CA
Bogus Fire,TRUE,2018-01-09T10:59:00Z,6,2017,Siskiyou,Siskiyou,56,100,,CAL FIRE Siskiyou Unit,-122.36545,41.93006,,f173524a-ae01-47f5-942d-5e90c2b96469,https://www.fire.ca.gov/incidents/2017/6/18/bogus-fire/,2018-01-09T10:59:00Z,09/01/18,18/06/17,N,TRUE,FALSE,CA
Toll Fire,TRUE,2018-01-09T11:01:00Z,6,2017,Solano,Solano,39,100,,Vallejo City Fire Department,-122.23004,38.07481,,949e577d-86c2-4def-b25a-c24aa014f4d9,https://www.fire.ca.gov/incidents/2017/6/22/toll-fire/,2018-01-09T11:01:00Z,09/01/18,22/06/17,N,FALSE,FALSE,CA
Holcomb Fire,TRUE,2018-01-09T11:00:00Z,6,2017,San Bernardino,San Bernardino,1503,100,,San Bernardino National Forest,-116.826,34.2976,,b5dd68e2-ec95-47cd-a126-d5f6f0f2b49a,https://www.fire.ca.gov/incidents/2017/6/19/holcomb-fire/,2018-01-09T11:00:00Z,09/01/18,19/06/17,N,FALSE,FALSE,CA
Evans Fire,TRUE,2018-01-09T11:00:00Z,6,2017,Sierra,Sierra,168,100,,USFS - Humboldt-Toiyabe National Forest,-120.02325,39.71101,,5882937b-ffce-43af-9e0a-00dcddde214a,https://www.fire.ca.gov/incidents/2017/6/19/evans-fire/,2018-01-09T11:00:00Z,09/01/18,19/06/17,N,FALSE,FALSE,CA
Orange Fire,TRUE,2018-01-09T10:59:00Z,6,2017,Stanislaus,Stanislaus,65,100,,CAL FIRE Tuolumne-Calaveras Unit,-120.68992,37.82934,,8740caa0-f86c-4103-b830-0435b9933a2b,https://www.fire.ca.gov/incidents/2017/6/21/orange-fire/,2018-01-09T10:59:00Z,09/01/18,21/06/17,N,TRUE,FALSE,CA
Quimby Fire,TRUE,2018-01-09T11:00:00Z,6,2017,Santa Clara,Santa Clara,54,100,,CAL FIRE Santa Clara Unit,-121.76323,37.33454,,d515cbcc-376e-4bc7-adea-189eff5a7735,https://www.fire.ca.gov/incidents/2017/6/21/quimby-fire/,2018-01-09T11:00:00Z,09/01/18,21/06/17,N,TRUE,FALSE,CA
Highway Fire,TRUE,2018-01-09T11:00:00Z,6,2017,Butte,Butte,21,100,,CAL FIRE/Butte County Fire,-121.4143,39.364,,981484d0-711c-4a7b-9adc-23c9b29f9fae,https://www.fire.ca.gov/incidents/2017/6/22/highway-fire/,2018-01-09T11:00:00Z,09/01/18,22/06/17,N,TRUE,FALSE,CA
Lone Fire,TRUE,2018-01-09T11:01:00Z,6,2017,Butte,Butte,111,100,,CAL FIRE / Butte County Fire,-121.5786,39.38416,,1b1ba02e-9db3-4224-9d8d-06d5df529f16,https://www.fire.ca.gov/incidents/2017/6/22/lone-fire/,2018-01-09T11:01:00Z,09/01/18,22/06/17,N,TRUE,FALSE,CA
Creek Fire,TRUE,2018-01-09T11:01:00Z,6,2017,Fresno,Fresno,357,100,,CAL FIRE / Fresno County Fire,-120.65185,36.27306,,0ed54526-1296-4863-ae40-613ee456899d,https://www.fire.ca.gov/incidents/2017/6/23/creek-fire/,2018-01-09T11:01:00Z,09/01/18,23/06/17,N,TRUE,FALSE,CA
Paskenta Fire,TRUE,2018-01-09T11:07:00Z,6,2017,Tehama,Tehama,42,100,,CAL FIRE Tehama-Glenn Unit,-122.27379,40.10282,,982c81ca-ebe5-4591-986d-1f3e2e4cc13c,https://www.fire.ca.gov/incidents/2017/6/24/paskenta-fire/,2018-01-09T11:07:00Z,09/01/18,24/06/17,N,TRUE,FALSE,CA
King Incident,TRUE,2018-01-09T11:01:00Z,6,2017,Tulare,Tulare,0,100,,Tulare County,-119.50606,36.51912,,e1fdc15a-5737-4c69-ab9a-7f43d6b4aab8,https://www.fire.ca.gov/incidents/2017/6/23/king-incident/,2018-01-09T11:01:00Z,09/01/18,23/06/17,N,FALSE,FALSE,CA
Placerita Fire,TRUE,2018-01-09T11:08:00Z,6,2017,Los Angeles,Los Angeles,760,100,,LA County Fire Department,-118.49343,34.37443,,c940ef85-44ce-4684-bce3-7cbbf180cefb,https://www.fire.ca.gov/incidents/2017/6/25/placerita-fire/,2018-01-09T11:08:00Z,09/01/18,25/06/17,N,FALSE,FALSE,CA
Black Fire,TRUE,2018-01-09T11:07:00Z,6,2017,San Diego,San Diego,36,100,,CAL FIRE San Diego Unit / Cleveland National Forest,-116.77342,33.1683,,49a9074c-c30b-4042-9ffd-1a10f9d9bf1d,https://www.fire.ca.gov/incidents/2017/6/25/black-fire/,2018-01-09T11:07:00Z,09/01/18,25/06/17,N,TRUE,FALSE,CA
Manzanita Fire,TRUE,2018-01-09T11:08:00Z,6,2017,Riverside,Riverside,6309,100,,CAL FIRE/Riverside County Fire,-116.594422,33.530045,,ca0c9a5f-7a1a-4903-b790-6eb3e85e7e64,https://www.fire.ca.gov/incidents/2017/6/26/manzanita-fire/,2018-01-09T11:08:00Z,09/01/18,26/06/17,N,TRUE,FALSE,CA
King Fire,TRUE,2018-01-09T11:08:00Z,6,2017,Siskiyou,Siskiyou,19,100,,CAL FIRE Siskiyou Unit,-122.645079,40.703775,,91d07ea9-cf5f-489c-aa4f-97fa6c0fb8a4,https://www.fire.ca.gov/incidents/2017/6/26/king-fire/,2018-01-09T11:08:00Z,09/01/18,26/06/17,N,TRUE,FALSE,CA
Hill Fire,TRUE,2018-01-09T11:08:00Z,6,2017,San Luis Obispo,San Luis Obispo,1598,100,All road closures are lifted. Please drive with caution.,CAL FIRE San Luis Obispo Unit,-120.4992,35.4025,,81b37451-57b5-4050-a54d-e9750f84a567,https://www.fire.ca.gov/incidents/2017/6/26/hill-fire/,2018-01-09T11:08:00Z,09/01/18,26/06/17,N,TRUE,FALSE,CA
Latrobe Fire,TRUE,2018-01-09T11:09:00Z,6,2017,Sacramento,Sacramento,35,100,,CAL FIRE Amador-El Dorado Unit,-120.92162,38.45822,,4f0ff7c1-7c96-4f68-87e8-be4466945c2b,https://www.fire.ca.gov/incidents/2017/6/27/latrobe-fire/,2018-01-09T11:09:00Z,09/01/18,27/06/17,N,TRUE,FALSE,CA
Pine Fire,TRUE,2018-01-09T11:09:00Z,6,2017,Marin,Marin,38,100,,Marin County Fire Department,-122.65749,37.9775,,243567d6-2692-4978-88f5-1bbfc7b818a6,https://www.fire.ca.gov/incidents/2017/6/27/pine-fire/,2018-01-09T11:09:00Z,09/01/18,27/06/17,N,TRUE,FALSE,CA
Sloane Fire,TRUE,2018-01-09T11:09:00Z,6,2017,San Diego,San Diego,25,100,,CAL FIRE San Diego Unit,-116.8516,32.7789,,7696644d-0908-4149-8d6e-aa50c1233d67,https://www.fire.ca.gov/incidents/2017/6/27/sloane-fire/,2018-01-09T11:09:00Z,09/01/18,27/06/17,N,TRUE,FALSE,CA
Mart Fire,TRUE,2018-01-09T11:09:00Z,6,2017,San Bernardino,San Bernardino,670,100,,USFS - San Bernardino National Forest ,-117.17813,34.14575,,a3159a43-d38c-4655-9acf-371bc9a6213b,https://www.fire.ca.gov/incidents/2017/6/27/mart-fire/,2018-01-09T11:09:00Z,09/01/18,27/06/17,N,FALSE,FALSE,CA
Shore Fire,TRUE,2018-01-09T11:08:00Z,6,2017,Del Norte,Del Norte,28,100,,CAL FIRE Humboldt-Del Norte Unit,-124.19629,41.93323,,2c00a509-af87-418f-b888-edc8ec450f1f,https://www.fire.ca.gov/incidents/2017/6/26/shore-fire/,2018-01-09T11:08:00Z,09/01/18,26/06/17,N,TRUE,FALSE,CA
Ranch Fire,TRUE,2018-01-09T11:11:00Z,6,2017,Santa Clara,Santa Clara,85,100,,CAL FIRE Santa Clara Unit,-121.71752,37.3344,,5da65d7f-cc75-4c0c-b221-1a1e3000a120,https://www.fire.ca.gov/incidents/2017/6/29/ranch-fire/,2018-01-09T11:11:00Z,09/01/18,29/06/17,N,TRUE,FALSE,CA
Alvarado Fire,TRUE,2018-01-09T11:10:00Z,6,2017,Monterey,Monterey,15,100,,CAL FIRE San Benito-Monterey,-120.87492,35.947,,c171dc75-9d35-4c58-b787-032067b16ae7,https://www.fire.ca.gov/incidents/2017/6/28/alvarado-fire/,2018-01-09T11:10:00Z,09/01/18,28/06/17,N,TRUE,FALSE,CA
Battle Fire,TRUE,2018-01-09T11:10:00Z,6,2017,Modoc,Modoc,562,100,,Modoc National Forest,-121.29581,41.85763,,a0ba8679-406a-491b-a20b-bba55d63bc5b,https://www.fire.ca.gov/incidents/2017/6/28/battle-fire/,2018-01-09T11:10:00Z,09/01/18,28/06/17,N,FALSE,FALSE,CA
Ben Fire,TRUE,2018-01-09T11:10:00Z,6,2017,Mariposa,Mariposa,630,100,Road closures have been lifted,"CAL FIRE Madera-Mariposa-Merced Unit, Mariposa County Fire, Mariposa County Sheriff, CHP, PG&E, CAL FIRE, CCC",-119.9646,37.3762,,d36387df-af2a-4b20-a94f-589fdccf67cd,https://www.fire.ca.gov/incidents/2017/6/28/ben-fire/,2018-01-09T11:10:00Z,09/01/18,28/06/17,N,TRUE,FALSE,CA
 Cristianitos Fire,TRUE,2018-01-09T11:10:00Z,6,2017,San Diego,San Diego,0,100,,Camp Pendleton Marine Corps Base,-117.58252,33.43513,,47e76098-389e-4747-9e89-7ebdc963a485,https://www.fire.ca.gov/incidents/2017/6/28/cristianitos-fire/,2018-01-09T11:10:00Z,09/01/18,28/06/17,N,FALSE,FALSE,CA
Tarina Fire ,TRUE,2018-01-09T11:16:00Z,6,2017,Kern,Kern,1200,100,,Kern County Fire,-118.80123,35.38298,,4ac3161f-79e7-494f-88e4-72a69ef1d96b,https://www.fire.ca.gov/incidents/2017/6/30/tarina-fire/,2018-01-09T11:16:00Z,09/01/18,30/06/17,N,TRUE,FALSE,CA
Lockwood Fire,TRUE,2018-01-09T11:11:00Z,6,2017,Monterey,Monterey,42,100,,CAL FIRE San Benito-Monterey Unit,-121.08753,35.96275,,abe2311a-4ce6-4300-9716-4fb3fe538c75,https://www.fire.ca.gov/incidents/2017/6/29/lockwood-fire/,2018-01-09T11:11:00Z,09/01/18,29/06/17,N,TRUE,FALSE,CA
Topanga Fire,TRUE,2018-01-09T11:11:00Z,6,2017,Los Angeles,Los Angeles,55,100,,Los Angeles County Fire Department,-118.58624,34.03941,,d1ec9e43-04bd-4926-8362-5e04afe39c90,https://www.fire.ca.gov/incidents/2017/6/29/topanga-fire/,2018-01-09T11:11:00Z,09/01/18,29/06/17,N,FALSE,FALSE,CA
Stokes Fire,TRUE,2018-01-09T11:11:00Z,6,2017,Los Angeles,Los Angeles,41,100,,Los Angeles County Fire Department,-118.70294,34.10446,,6f2f8dc0-b930-435e-a622-d3585dcac067,https://www.fire.ca.gov/incidents/2017/6/29/stokes-fire/,2018-01-09T11:11:00Z,09/01/18,29/06/17,N,TRUE,FALSE,CA
Oak Fire,TRUE,2018-01-09T11:16:00Z,7,2017,Shasta,Shasta,128,100,,CAL FIRE Shasta-Trinity Unit,-122.0122,40.69554,,2b043a7e-234c-43f7-852c-21fcb9ddc200,https://www.fire.ca.gov/incidents/2017/7/1/oak-fire/,2018-01-09T11:16:00Z,09/01/18,01/07/17,N,TRUE,FALSE,CA
Brewer Fire,TRUE,2018-01-09T11:16:00Z,7,2017,Nevada,Nevada,10,100,,CAL FIRE Nevada-Yuba-Placer Unit,-121.06656,39.08382,,c99fe9af-6d6b-435a-9084-2248905ad251,https://www.fire.ca.gov/incidents/2017/7/2/brewer-fire/,2018-01-09T11:16:00Z,09/01/18,02/07/17,N,TRUE,FALSE,CA
Lisa Fire,TRUE,2018-01-09T11:16:00Z,7,2017,Riverside,Riverside,11,100,,CAL FIRE Riverside Unit,-117.096233,33.913089,,64ef64a3-c8b0-48f1-8fec-9cacf8dfcd34,https://www.fire.ca.gov/incidents/2017/7/2/lisa-fire/,2018-01-09T11:16:00Z,09/01/18,02/07/17,N,TRUE,FALSE,CA
Desabla Fire,TRUE,2018-01-09T11:17:00Z,7,2017,Butte,Butte,14,100,,CAL FIRE Butte Unit,-121.6268,39.8629,,97d63e17-e546-49ae-add6-e3b5fa71cb4c,https://www.fire.ca.gov/incidents/2017/7/2/desabla-fire/,2018-01-09T11:17:00Z,09/01/18,02/07/17,N,TRUE,FALSE,CA
Spring Fire,TRUE,2018-01-09T11:17:00Z,7,2017,Mariposa,Mariposa,225,100,"Hwy 49s is open with no escort, the right passing lane, on Spring Hill, is closed and for fire personnel only. Allred Rd. from Hwy 49s to Morningstar Ln. is open to residents only.","CAL FIRE Madera-Mariposa-Merced Unit, Mariposa County Sheriff Office, Mariposa County Fire, PG&E, Caltrans, Mariposa County Public Works, CHP, Red Cross, CAL FIRE.",-119.921,37.4591,,3980fbbb-d17b-4deb-83a4-9af2290b5272,https://www.fire.ca.gov/incidents/2017/7/2/spring-fire/,2018-01-09T11:17:00Z,09/01/18,02/07/17,N,TRUE,FALSE,CA
Derrick Fire,TRUE,2018-01-09T11:41:00Z,7,2017,Fresno,Fresno,1538,100,,CAL FIRE / Fresno County Fire,-120.620791,36.269125,,e3e75be1-8dea-4022-975b-34a0f25b57c0,https://www.fire.ca.gov/incidents/2017/7/2/derrick-fire/,2018-01-09T11:41:00Z,09/01/18,02/07/17,N,TRUE,FALSE,CA
Timber Fire,TRUE,2018-01-09T11:42:00Z,7,2017,Riverside,Riverside,30,100,,CAL FIRE / Riverside County Fire,-117.25411,33.96896,,b51d7a8d-f768-453e-abb4-665b74998b21,https://www.fire.ca.gov/incidents/2017/7/3/timber-fire/,2018-01-09T11:42:00Z,09/01/18,03/07/17,N,TRUE,FALSE,CA
Canyon Fire,TRUE,2018-01-09T11:41:00Z,7,2017,Riverside,Riverside,10,100,,CAL FIRE/Riverside County Fire Department ,-116.99321,33.91806,,d4f1fc5e-b877-41ee-b491-8e92ded4984f,https://www.fire.ca.gov/incidents/2017/7/3/canyon-fire/,2018-01-09T11:41:00Z,09/01/18,03/07/17,N,TRUE,FALSE,CA
Lago Fire,TRUE,2018-01-09T11:41:00Z,7,2017,Riverside,Riverside,50,100,,CAL FIRE/Riverside County Fire Department,-117.16215,33.87739,,2f97537a-1333-4dfc-b7a3-b7bf9400ffdd,https://www.fire.ca.gov/incidents/2017/7/3/lago-fire/,2018-01-09T11:41:00Z,09/01/18,03/07/17,N,TRUE,FALSE,CA
Valley Fire,TRUE,2018-01-09T11:42:00Z,7,2017,San Benito,San Benito,34,100,,CAL FIRE San Benito-Monterey Unit,-121.30983,36.85596,,9668cfe5-b636-4147-bce1-da8e8b3fb5c2,https://www.fire.ca.gov/incidents/2017/7/4/valley-fire/,2018-01-09T11:42:00Z,09/01/18,04/07/17,N,TRUE,FALSE,CA
Silver Fire,TRUE,2018-01-09T11:42:00Z,7,2017,San Bernardino,San Bernardino,13,100,,CAL FIRE San Bernardino Unit / San Bernardino National Forest,-117.3125,34.304722,,ed40ce35-7338-4f8b-a5ab-e94af6fa7e55,https://www.fire.ca.gov/incidents/2017/7/4/silver-fire/,2018-01-09T11:42:00Z,09/01/18,04/07/17,N,FALSE,FALSE,CA
Freedom Fire,TRUE,2018-01-09T11:43:00Z,7,2017,Fresno,Fresno,57,100,,CAL FIRE / Fresno County Fire,-119.51592,36.81476,,36d953e8-265f-4b05-831e-42eb2298b208,https://www.fire.ca.gov/incidents/2017/7/4/freedom-fire/,2018-01-09T11:43:00Z,09/01/18,04/07/17,N,TRUE,FALSE,CA
Jurupa Fire,TRUE,2018-01-09T11:43:00Z,7,2017,Riverside,Riverside,35,100,,CAL FIRE / Riverside County Fire,-117.48405,33.99316,,252345dd-886b-4bd2-90b9-161727a2fc2d,https://www.fire.ca.gov/incidents/2017/7/4/jurupa-fire/,2018-01-09T11:43:00Z,09/01/18,04/07/17,N,TRUE,FALSE,CA
Lakeland Fire,TRUE,2018-01-09T11:43:00Z,7,2017,Butte,Butte,18,100,,CAL FIRE / Butte County Fire,-121.54722,39.53944,,6ae3d56e-0258-49f5-9e71-5b5abe141479,https://www.fire.ca.gov/incidents/2017/7/4/lakeland-fire/,2018-01-09T11:43:00Z,09/01/18,04/07/17,N,TRUE,FALSE,CA
Grade Fire,TRUE,2018-01-09T11:43:00Z,7,2017,Ventura,Ventura,50,100,,Ventura County Fire Department,-118.98603,34.20599,,f6970f10-0498-4f4c-8e0c-d4b7e4fbf888,https://www.fire.ca.gov/incidents/2017/7/4/grade-fire/,2018-01-09T11:43:00Z,09/01/18,04/07/17,N,FALSE,FALSE,CA
Klamath Fire,TRUE,2018-01-09T11:43:00Z,7,2017,Siskiyou,Siskiyou,0,100,,Klamath National Forest,-122.73031,41.86609,,1be87788-1bd9-4e97-b92a-63b41fe8abf1,https://www.fire.ca.gov/incidents/2017/7/4/klamath-fire/,2018-01-09T11:43:00Z,09/01/18,04/07/17,N,FALSE,FALSE,CA
Eagle Fire,TRUE,2018-01-09T11:44:00Z,7,2017,Riverside,Riverside,205,100,,CAL FIRE / Riverside County Fire,-117.48195,33.85323,,60770d23-70db-46f1-a19a-a23eaa409125,https://www.fire.ca.gov/incidents/2017/7/4/eagle-fire/,2018-01-09T11:44:00Z,09/01/18,04/07/17,N,TRUE,FALSE,CA
Globe Fire,TRUE,2018-01-09T11:44:00Z,7,2017,Tulare,Tulare,21,100,,CAL FIRE Tulare Unit,-118.81979,36.10858,,0a664214-c090-4889-8439-06836f89d830,https://www.fire.ca.gov/incidents/2017/7/5/globe-fire/,2018-01-09T11:44:00Z,09/01/18,05/07/17,N,TRUE,FALSE,CA
Fay Fire,TRUE,2018-01-09T11:44:00Z,7,2017,Siskiyou,Siskiyou,469,100,,CAL FIRE Siskiyou Unit,-122.8428,41.3975,,b383e4bd-6815-4624-936c-be57715ce50e,https://www.fire.ca.gov/incidents/2017/7/5/fay-fire/,2018-01-09T11:44:00Z,09/01/18,05/07/17,N,TRUE,FALSE,CA
Axel Fire,TRUE,2018-01-09T11:50:00Z,7,2017,El Dorado,El Dorado,74,100,none,"CAL FIRE Amador-El Dorado Unit, USFS, Garden Valley Fire, Sacramento Metro Fire, El Dorado County Fire, El Dorado Hills Fire, Georgetown Fire, EDSO, BLM",-120.97111,38.7803,,f75027cb-2526-4524-989f-71d0d56353ec,https://www.fire.ca.gov/incidents/2017/7/8/axel-fire/,2018-01-09T11:50:00Z,09/01/18,08/07/17,N,TRUE,FALSE,CA
Lake Fire,TRUE,2018-01-09T11:48:00Z,7,2017,Stanislaus,Stanislaus,62,100,,CAL FIRE Tuolumne-Calaveras Unit,-120.4925,37.64898,,b3a6b47f-105b-4f66-b12a-76c563457a5d,https://www.fire.ca.gov/incidents/2017/7/8/lake-fire/,2018-01-09T11:48:00Z,09/01/18,08/07/17,N,TRUE,FALSE,CA
Auberry Fire,TRUE,2018-01-09T11:45:00Z,7,2017,Fresno,Fresno,91,100,,CAL FIRE/Fresno County Fire,-119.65621,36.95104,,89f34aa8-eaf3-4d19-8ef0-005102e82831,https://www.fire.ca.gov/incidents/2017/7/5/auberry-fire/,2018-01-09T11:45:00Z,09/01/18,05/07/17,N,TRUE,FALSE,CA
Gold Fire,TRUE,2018-01-09T11:44:00Z,7,2017,Calaveras,Calaveras,22,100,,CAL FIRE Tuolumne-Calaveras Unit,-120.67848,38.20176,,7d77d3d1-40b5-40ab-8a53-2550f2001094,https://www.fire.ca.gov/incidents/2017/7/5/gold-fire/,2018-01-09T11:44:00Z,09/01/18,05/07/17,N,TRUE,FALSE,CA
Winters Fire,TRUE,2018-01-09T11:45:00Z,7,2017,Yolo,Yolo,2269,100,All road closures have been lifted.,"CAL FIRE Sonoma-Lake-Napa Unit , Yolo County Sheriff, CDCR, CHP, Caltrans, PG&E, North Bay Incident Management Team, Winters Fire Department, and Fire Agencies from Yolo, Solano, and Sacramento Counties.",-122.0251,38.49521,,a7509e35-3083-4306-bcce-ebf6d101b62a,https://www.fire.ca.gov/incidents/2017/7/6/winters-fire/,2018-01-09T11:45:00Z,09/01/18,06/07/17,N,TRUE,FALSE,CA
Quail Fire,TRUE,2018-01-09T11:45:00Z,7,2017,Kern,Kern,1626,100,,Kern County Fire,-119.08312,35.59904,,ea019efb-52d2-4f08-8d04-20b680e2361b,https://www.fire.ca.gov/incidents/2017/7/6/quail-fire/,2018-01-09T11:45:00Z,09/01/18,06/07/17,N,TRUE,FALSE,CA
Alamo Fire,TRUE,2018-01-09T11:46:00Z,7,2017,San Luis Obispo,San Luis Obispo,28687,100,None,"Unified Command: CAL FIRE San Luis Obispo Unit / Santa Barbara County / Los Padres National Forest, California Highway Patrol, San Luis Obispo County Sheriff, Santa Barbara County Sheriff, Red Cross, CAL-OES, California Department of Corrections and Rehabilitation, California Conservation Corps, and PG&E",-120.3223,35.0179,,5a43b164-04d0-46ea-992e-ea5aa283305f,https://www.fire.ca.gov/incidents/2017/7/6/alamo-fire/,2018-01-09T11:46:00Z,09/01/18,06/07/17,N,TRUE,FALSE,CA
Antelope Fire,TRUE,2018-01-09T11:45:00Z,7,2017,Lassen,Lassen,0,100,,Lassen National Forest,-120.9643,40.6361,,b4eb0b95-1a93-46a5-91f4-5c2b4c7b943c,https://www.fire.ca.gov/incidents/2017/7/6/antelope-fire/,2018-01-09T11:45:00Z,09/01/18,06/07/17,N,FALSE,FALSE,CA
Hawk Fire,TRUE,2018-01-09T11:46:00Z,7,2017,Kern,Kern,2940,100,,Kern County Fire Department,-118.89627,35.77896,,1652d79a-f4fc-4151-a0d1-1b7366730f47,https://www.fire.ca.gov/incidents/2017/7/7/hawk-fire/,2018-01-09T11:46:00Z,09/01/18,07/07/17,N,TRUE,FALSE,CA
Salmon-August Complex ,TRUE,2018-01-09T11:07:00Z,6,2017,Siskiyou,Siskiyou,0,100,,CAL FIRE Siskiyou Unit / Klamath National Forest,-123.474,41.841,,c35027fa-3bc5-423f-a32e-e03b134a102e,https://www.fire.ca.gov/incidents/2017/6/25/salmon-august-complex/,2018-01-09T11:07:00Z,09/01/18,25/06/17,N,FALSE,FALSE,CA
Daulton Fire,TRUE,2018-01-09T11:46:00Z,7,2017,Madera,Madera,90,100,, CAL FIRE Madera-Mariposa-Merced Unit,-120.02027,37.09773,,eeef101a-3a50-4407-8e6d-cd80d0d07599,https://www.fire.ca.gov/incidents/2017/7/7/daulton-fire/,2018-01-09T11:46:00Z,09/01/18,07/07/17,N,TRUE,FALSE,CA
Christmas Fire,TRUE,2018-01-09T11:46:00Z,7,2017,Riverside,Riverside,33,100,,CAL FIRE / Riverside County Fire,-117.314994,33.763304,,bc89aab5-5f30-46a2-9881-6dbae22893b6,https://www.fire.ca.gov/incidents/2017/7/7/christmas-fire/,2018-01-09T11:46:00Z,09/01/18,07/07/17,N,TRUE,FALSE,CA
